left_member_id,right_member_id,left_unit_id,right_unit_id,functional_similarity,activation_raw_similarity,activation_flux_residual_similarity,concept_density_similarity,causal_effect_similarity,equilibrium_bootstrap_recurrence,bootstrap_group,causal_effect_validity,consensus_gate,causal_effect_similarity_stable_or_near_floor,causal_effect_similarity_unstable,causal_regime_gate,pre_regime_consensus_gate
2864601_0.437,2864601_0.409,2864601_0.437:u006,2864601_0.409:u007,0.8985885370608737,0.8735891709323033,0.8179400972495987,0.9789104751319184,0.9767383078995975,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.16666711483606841,0.08075789592833386,False,True
2864601_0.437,2864601_0.409,2864601_0.437:u007,2864601_0.409:u006,0.7529252494201747,0.6189793798169101,0.6221950931380126,0.9092049585850928,0.9936595790833971,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.4937836572872839,0.4684670309685047,False,True
2864601_0.437,2864601_0.409,2864601_0.437:u008,2864601_0.409:u014,0.9161596478168421,0.8984738731622938,0.8401127499465171,0.9885185335901655,0.984399770830829,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.6496297033850245,0.8102744163272545,True,True
2864601_0.437,2864601_0.409,2864601_0.437:u009,2864601_0.409:u010,0.9720925162536678,0.9614585092458855,0.9543123488933,0.995899521296328,0.9909067727632328,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.9221742265229773,0.9264679388776441,True,True
2864601_0.437,2864601_0.386,2864601_0.437:u000,2864601_0.386:u010,0.6947127384967127,0.643726501380462,0.6183477002376059,0.6820321040259123,0.8984202860305496,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.45618104648959024,0.0764345065039341,False,True
2864601_0.437,2864601_0.386,2864601_0.437:u001,2864601_0.386:u001,0.9223204954349906,0.8994593093013823,0.8566159396499612,0.9868270452925203,0.9906625584554176,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.6483940057522316,0.8094609353389958,True,True
2864601_0.437,2864601_0.386,2864601_0.437:u002,2864601_0.386:u009,0.791637441287523,0.6886750702933913,0.6731234036666802,0.9499606469545924,0.9655288485429152,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.43576948425560413,0.39559665472649785,False,True
2864601_0.437,2864601_0.386,2864601_0.437:u003,2864601_0.386:u005,0.9922401376565496,0.9903393048493957,0.9862512010417268,0.9997304825212923,0.9965844469247723,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.8880807895678261,0.8888519577492427,True,True
2864601_0.437,2864601_0.386,2864601_0.437:u005,2864601_0.386:u007,0.8139141054523464,0.7286208419976224,0.6977848307089691,0.9371554543859689,0.9928065638158756,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.2474619415464165,0.4058334935605565,False,True
2864601_0.437,2864601_0.386,2864601_0.437:u006,2864601_0.386:u027,0.9333600461224663,0.9131045574445189,0.8750731406404305,0.9865594714717753,0.9979742120131324,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.5348099261132628,0.6384376421394402,True,True
2864601_0.437,2864601_0.386,2864601_0.437:u008,2864601_0.386:u024,0.8431797234431141,0.8047509635220954,0.6994475292522833,0.9617312784678695,0.997869599586133,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.5599917374122968,0.6481664176039087,True,True
2864601_0.437,2864601_0.386,2864601_0.437:u009,2864601_0.386:u004,0.9498976277944969,0.9232281047403742,0.9130154899100044,0.9972186813459695,0.9979040656509472,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.8557784462222668,0.8000667488504345,True,True
2864601_0.437,2864601_0.355,2864601_0.437:u000,2864601_0.355:u018,0.8772326206521731,0.8160327076014761,0.8106105389495628,0.9579521559057781,0.9882460775285296,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.730249706102334,0.4965877441498987,False,True
2864601_0.437,2864601_0.355,2864601_0.437:u001,2864601_0.355:u027,0.9652058524569874,0.9568968444608393,0.9332755125394065,0.9913862972319896,0.9993844295525789,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.8226103141455139,0.9290966690775766,True,True
2864601_0.437,2864601_0.355,2864601_0.437:u002,2864601_0.355:u003,0.7347245992463696,0.5917324508931971,0.5950066197109284,0.9010158594781849,0.9924985308474749,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.46571832183350154,0.39681359788526643,False,True
2864601_0.437,2864601_0.355,2864601_0.437:u003,2864601_0.355:u030,0.9855680052718105,0.985964312486221,0.9806370676545634,0.997490994882568,0.9804469612653088,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.7858033312003195,0.8077873904455843,True,True
2864601_0.437,2864601_0.355,2864601_0.437:u005,2864601_0.355:u004,0.7336180247890167,0.6375715921163971,0.6046446806212918,0.8320386222994824,0.9727270925390675,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.2122593947162954,0.06142106041109673,False,True
2864601_0.437,2864601_0.355,2864601_0.437:u006,2864601_0.355:u007,0.9417451630827407,0.9232378822832709,0.8897710642560733,0.9901479934472995,0.999064402157388,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.6139410610867138,0.6767053724240651,True,True
2864601_0.437,2864601_0.355,2864601_0.437:u008,2864601_0.355:u010,0.8768519180805187,0.8326071729668711,0.7799471495822257,0.9734315232298568,0.9919965833490915,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.6149548434120263,0.632336324057447,True,True
2864601_0.437,2864601_0.355,2864601_0.437:u009,2864601_0.355:u021,0.9841122070016487,0.9781873872880912,0.9743505635394204,0.9999347813646308,0.9918193274023451,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.9229383768265411,0.9012700484223851,True,True
2864601_0.437,2864601_0.449,2864601_0.437:u000,2864601_0.449:u020,0.7500556097540099,0.6367071679351642,0.633379410717317,0.8574646677798144,0.9876835130115128,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.6177818236372824,0.3091108736945414,False,True
2864601_0.437,2864601_0.449,2864601_0.437:u001,2864601_0.449:u009,0.9339211164676243,0.914738105492034,0.8769529688267585,0.9885303631927926,0.9935386076671403,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.2871879712343098,0.7953251892535875,False,True
2864601_0.437,2864601_0.449,2864601_0.437:u003,2864601_0.449:u013,0.9789479825077724,0.9797412683493959,0.9712839468305023,0.9875642548380204,0.9806378349309943,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.8756584371737458,0.7917912161060883,True,True
2864601_0.437,2864601_0.449,2864601_0.437:u005,2864601_0.449:u004,0.7712657402815647,0.6940284499421532,0.6643841072815341,0.8279231494148738,0.9907867161574189,0.59,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.19636082166398308,0.4268049966860421,False,False
2864601_0.437,2864601_0.449,2864601_0.437:u006,2864601_0.449:u011,0.8780659720389745,0.8497468904406358,0.7868364536527093,0.9370887880784097,0.9983660559764451,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.595073517704817,0.7345436985172253,True,True
2864601_0.437,2864601_0.449,2864601_0.437:u008,2864601_0.449:u001,0.8662810905588865,0.8394833394189942,0.7481056369930229,0.9716210920284419,0.9784008961479652,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.5762891504659532,0.7051436391147328,True,True
2864601_0.437,2864601_0.449,2864601_0.437:u009,2864601_0.449:u016,0.7606249715216532,0.722383847338022,0.6592827857110356,0.8409101027711824,0.8897148052634971,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.12428184103871151,0.47260074511595795,False,True
2864601_0.437,2864601_0.340,2864601_0.437:u000,2864601_0.340:u001,0.9018746287715552,0.8541597395042869,0.8569952997477313,0.947321059821221,0.995319525158528,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.69150404203647,0.6153082805310183,True,True
2864601_0.437,2864601_0.340,2864601_0.437:u001,2864601_0.340:u022,0.9671747400225306,0.9594174347723186,0.9375754873222119,0.9944893197409405,0.9958949972299169,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.670403295125871,0.932624546959863,True,True
2864601_0.437,2864601_0.340,2864601_0.437:u003,2864601_0.340:u012,0.9904586660646146,0.9876595345276717,0.9824135785870328,0.9994670877049986,0.9977165729460176,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.787174575516604,0.8413429252175456,True,True
2864601_0.437,2864601_0.340,2864601_0.437:u006,2864601_0.340:u000,0.7519725717729635,0.6863334768233097,0.58287840863675,0.9350827155892806,0.9209623150854471,0.99,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.13536899273194805,-0.05082029610373657,False,True
2864601_0.437,2864601_0.340,2864601_0.437:u008,2864601_0.340:u003,0.8716621724176599,0.8425851247393472,0.769308451668746,0.9436539626233208,0.9968165348528389,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.6662418156847069,0.6901249867296442,True,True
2864601_0.437,2864601_0.296,2864601_0.437:u000,2864601_0.296:u011,0.8970276556862133,0.8536838297443696,0.8444669173639057,0.9466933200796527,0.9912188376890008,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.6375594993490888,0.42741942934904115,False,True
2864601_0.437,2864601_0.296,2864601_0.437:u001,2864601_0.296:u021,0.9600909109222081,0.952459506677655,0.9204594917764367,0.991500917576324,0.9995751393535788,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.418468428985656,0.8138798430350543,False,True
2864601_0.437,2864601_0.296,2864601_0.437:u002,2864601_0.296:u012,0.7633145027480539,0.6427190856526225,0.646267294206628,0.9010042486141144,0.9820886953372794,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.27248734838768746,0.376963094358404,False,True
2864601_0.437,2864601_0.296,2864601_0.437:u003,2864601_0.296:u014,0.9340956378885616,0.9374344411448163,0.9099641917011768,0.9878894218493262,0.9114908183244925,0.99,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.3851903053418694,0.6454324747384865,False,True
2864601_0.437,2864601_0.296,2864601_0.437:u005,2864601_0.296:u000,0.8538207345424241,0.7900515505336276,0.7673697718454866,0.9352842873931834,0.9976874017502657,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.02352029333705578,0.4709607952887203,False,True
2864601_0.437,2864601_0.296,2864601_0.437:u006,2864601_0.296:u018,0.8925262951089598,0.8731805324326967,0.8218749921575688,0.9330737684851851,0.9869744201742151,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.5898495803357942,0.7271019358849292,True,True
2864601_0.437,2864601_0.296,2864601_0.437:u007,2864601_0.296:u020,0.6896167620572234,0.5395328282464587,0.5155843204435115,0.8888723871230282,0.9765357001281335,0.98,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.1286899207996994,0.044592783312784844,False,True
2864601_0.437,2864601_0.296,2864601_0.437:u008,2864601_0.296:u013,0.8859579067170792,0.8615725441138723,0.780788015023562,0.9734609693350583,0.9927877255441862,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.5713483890802498,0.616976397691481,True,True
2864601_0.437,2864601_0.296,2864601_0.437:u009,2864601_0.296:u006,0.9559848936307581,0.9347781373411915,0.9267484206444079,0.9949237311560302,0.9927109000193612,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.776929068415418,0.7835478542569349,True,True
2864601_0.437,2864601_0.270,2864601_0.437:u000,2864601_0.270:u003,0.8364514245598176,0.7747123026874354,0.7637238989093504,0.9142668796028325,0.9603359408010766,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.08318180226139607,0.3959883389127496,False,True
2864601_0.437,2864601_0.270,2864601_0.437:u001,2864601_0.270:u018,0.9074623083760893,0.8851425411263019,0.8095055583385327,0.9959828561230325,0.9993565365601621,0.7,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.49361984190719504,0.8174886530248905,False,True
2864601_0.437,2864601_0.270,2864601_0.437:u002,2864601_0.270:u017,0.7676096588311555,0.6554053722119217,0.631369521473675,0.9539315889483581,0.9539543646790244,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.2750265646567219,0.3428843244356892,False,True
2864601_0.437,2864601_0.270,2864601_0.437:u003,2864601_0.270:u011,0.9687260511859138,0.9658257719097555,0.9511472582358803,0.9924696772458377,0.9757010334652776,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.7257770552429974,0.7574016705428139,True,True
2864601_0.437,2864601_0.270,2864601_0.437:u005,2864601_0.270:u012,0.747836100825039,0.6472749475259977,0.5951978598734192,0.8807402647637684,0.9947310282623019,0.42,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.013937089469323986,0.17903936435746495,False,False
2864601_0.437,2864601_0.270,2864601_0.437:u006,2864601_0.270:u002,0.8534788584757044,0.8250784614384546,0.7520067027043029,0.9085163985148905,0.9932501476494956,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.6976683907854179,0.7223279744176672,True,True
2864601_0.437,2864601_0.270,2864601_0.437:u007,2864601_0.270:u010,0.7814184811801979,0.6796741409201733,0.6837026731794005,0.8636445535565108,0.9983826311951177,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.5125257939537345,0.4908045812250199,False,True
2864601_0.437,2864601_0.270,2864601_0.437:u008,2864601_0.270:u015,0.8768912890343882,0.8494450475087273,0.7721313136675132,0.9590450961524082,0.9930468072551719,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.5385451117314503,0.576793069901239,True,True
2864601_0.437,2864601_0.270,2864601_0.437:u009,2864601_0.270:u007,0.8770427331138674,0.8372882379807584,0.8053665686523082,0.9294334899422962,0.9917979656774406,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.8310731554661125,0.6664412444740591,True,True
2864601_0.437,2864601_0.352,2864601_0.437:u000,2864601_0.352:u008,0.8380350572576054,0.7436558884909751,0.7377729730073992,0.9731870973227424,0.9948448967177232,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.5809251853989399,0.570978484337064,True,True
2864601_0.437,2864601_0.352,2864601_0.437:u001,2864601_0.352:u007,0.9686981297994628,0.9604770958814,0.9390691449710482,0.9972327551982787,0.9969385325203632,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.6251557498294368,0.924263550773049,True,True
2864601_0.437,2864601_0.352,2864601_0.437:u003,2864601_0.352:u019,0.9810522657867436,0.9746763313954359,0.9640172875947977,0.9994073589320285,0.9978135415163395,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.8492703358602066,0.8260120030264112,True,True
2864601_0.437,2864601_0.352,2864601_0.437:u005,2864601_0.352:u010,0.8430667112140848,0.7702481173770727,0.7490100858802573,0.9640029413465162,0.9724433098379133,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.2343662040504096,0.12137996171958057,False,True
2864601_0.437,2864601_0.352,2864601_0.437:u006,2864601_0.352:u016,0.8980880905700829,0.8824447844733206,0.8345031360441086,0.9304078858711486,0.9846106862031224,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.5102749169505386,0.721734023677127,True,True
2864601_0.437,2864601_0.352,2864601_0.437:u007,2864601_0.352:u018,0.7616138546545691,0.6378930019835202,0.6332500460963914,0.9309832955590526,0.9703714055939253,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.2817753002101887,0.3766827263299708,False,True
2864601_0.371,2864601_0.409,2864601_0.371:u000,2864601_0.409:u026,0.8938348781873394,0.837927308585318,0.8293676876042472,0.9687854032400203,0.9994464934123294,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.33013327918561913,0.3499511715049483,False,True
2864601_0.371,2864601_0.409,2864601_0.371:u003,2864601_0.409:u024,0.6900305101810363,0.5505495807424482,0.5887836518454848,0.7518550517707402,0.989297650252542,0.95,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.2516222507972641,0.023646511434818645,False,True
2864601_0.371,2864601_0.409,2864601_0.371:u004,2864601_0.409:u017,0.9756415948332552,0.9680332644253625,0.9554700450126163,0.9947428844472395,0.9982101255620685,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.8651399707262184,0.8342613215215546,True,True
2864601_0.371,2864601_0.409,2864601_0.371:u005,2864601_0.409:u000,0.7789565342927858,0.6502260634926728,0.6440102104212687,0.9828253057574453,0.9706029548355714,0.99,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.6064740429727383,0.034394679203806205,False,True
2864601_0.371,2864601_0.409,2864601_0.371:u009,2864601_0.409:u002,0.6562581779848955,0.5112199642270199,0.4766817464259525,0.8039226860088459,0.9955156379361731,0.45,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.16214849318632985,0.4120538215149662,False,False
2864601_0.371,2864601_0.409,2864601_0.371:u010,2864601_0.409:u010,0.9329244520414495,0.9122405197413513,0.899818870270018,0.9905752745665759,0.9559579006236175,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.8726873364216965,0.7551080907105204,True,True
2864601_0.371,2864601_0.409,2864601_0.371:u011,2864601_0.409:u023,0.8867633476659121,0.8323176646775006,0.8101344663214656,0.9811562482354658,0.9889822935956454,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.13452440999611492,0.19049105774683314,False,True
2864601_0.371,2864601_0.409,2864601_0.371:u013,2864601_0.409:u015,0.841635212885915,0.7523934953362658,0.7281945486693047,0.9951654390441897,0.9921285593770296,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.008537917574436834,0.8000960473578203,False,True
2864601_0.371,2864601_0.409,2864601_0.371:u014,2864601_0.409:u007,0.861309013608637,0.8273485918488473,0.7722129957256743,0.9274547466392733,0.9797479400421296,0.61,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.24323393160836881,0.611717241936901,False,False
2864601_0.371,2864601_0.409,2864601_0.371:u015,2864601_0.409:u005,0.8701540904928595,0.8393929390986702,0.7875819759755559,0.9231229356779039,0.9871851441750544,0.95,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.4208875451316976,0.547663288185981,False,True
2864601_0.371,2864601_0.409,2864601_0.371:u017,2864601_0.409:u021,0.9675589735321163,0.9599915293536879,0.9359110764157951,0.9951120390694911,0.9988289199368656,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.7080908576391702,0.8289737986589131,True,True
2864601_0.371,2864601_0.409,2864601_0.371:u018,2864601_0.409:u029,0.7052431345486833,0.5420800498703343,0.5460579577946255,0.8952539848715719,0.9987546763744046,0.64,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.2805502942950078,0.17268171012735273,False,False
2864601_0.371,2864601_0.409,2864601_0.371:u019,2864601_0.409:u014,0.8787255187252837,0.8732236951813944,0.798538868219804,0.9069943933104972,0.9789893552141236,0.61,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.7904463652956409,0.7542273148121282,True,False
2864601_0.371,2864601_0.409,2864601_0.371:u020,2864601_0.409:u003,0.7645219169327903,0.6259543294268805,0.6237192068316086,0.9637722810573103,0.9843269992189072,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.6878607121839966,0.37444701399787145,False,True
2864601_0.371,2864601_0.386,2864601_0.371:u000,2864601_0.386:u029,0.6524553379436958,0.4883140267449969,0.4807693269588728,0.8718075315047351,0.9368441276579393,0.42,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.09834262926904429,0.04135539817527024,False,False
2864601_0.371,2864601_0.386,2864601_0.371:u004,2864601_0.386:u005,0.9878343325920871,0.9849013107130061,0.9789714095407414,0.9976011145055064,0.9957614680743079,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.8446157193552829,0.9176857140771312,True,True
2864601_0.371,2864601_0.386,2864601_0.371:u009,2864601_0.386:u008,0.7858631730854642,0.6611602427953966,0.6417946452212986,0.9973779575566689,0.9775055758456089,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.1373983921769666,0.45510058850501384,False,True
2864601_0.371,2864601_0.386,2864601_0.371:u010,2864601_0.386:u004,0.948025043955818,0.9218306914773363,0.9112131824588041,0.9994355186350935,0.9911238902397864,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.8150298420907435,0.7720107333220245,True,True
2864601_0.371,2864601_0.386,2864601_0.371:u011,2864601_0.386:u001,0.8601679883291898,0.7965627111957849,0.7778153925688283,0.9639698620759614,0.9753029239230682,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.4844563566174399,0.2987976890814359,False,True
2864601_0.371,2864601_0.386,2864601_0.371:u013,2864601_0.386:u011,0.795590615271792,0.6845327236939048,0.6465870620090123,0.9971558320546998,0.9841175657498848,0.99,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.2778590043669001,0.5247553720833402,False,True
2864601_0.371,2864601_0.386,2864601_0.371:u014,2864601_0.386:u024,0.7822822971492907,0.7471146628385548,0.6588139452880298,0.8059842873765487,0.9965342861800279,0.97,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.5508652301392263,0.47711205799194323,False,True
2864601_0.371,2864601_0.386,2864601_0.371:u015,2864601_0.386:u009,0.8552341554184348,0.8033321693846162,0.7560138220325378,0.9481456399483992,0.9890061500180442,0.67,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.27518458754276687,0.5444784279141504,False,False
2864601_0.371,2864601_0.386,2864601_0.371:u017,2864601_0.386:u007,0.8932966326207733,0.8613095699935583,0.8032966762694365,0.9887315703296751,0.9808422233796993,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.2339014986175456,0.4925331235972149,False,True
2864601_0.371,2864601_0.386,2864601_0.371:u019,2864601_0.386:u027,0.9539503491420116,0.940877066354594,0.9087264360818067,0.9965477281477891,0.9987987639076678,0.97,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.7555506140399575,0.8037523436331659,True,True
2864601_0.371,2864601_0.386,2864601_0.371:u020,2864601_0.386:u021,0.6820220383357877,0.49997683723238595,0.5006626127709783,0.950857381552443,0.958293635121449,0.99,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.08563124002174662,0.03309303085527643,False,True
2864601_0.371,2864601_0.355,2864601_0.371:u000,2864601_0.355:u018,0.8998864930816942,0.8513922834210795,0.8476726988201715,0.971187401614076,0.9796475904325184,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.5020515749337964,0.5044228569636776,True,True
2864601_0.371,2864601_0.355,2864601_0.371:u002,2864601_0.355:u028,0.7093665562896498,0.5378793830867818,0.5448547112209696,0.935875581933773,0.9868560580528493,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.3060796618632232,0.39863157922171305,False,True
2864601_0.371,2864601_0.355,2864601_0.371:u003,2864601_0.355:u016,0.8887970256594367,0.825377165543714,0.8367193769493473,0.9691040724351745,0.9817362421224176,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.05268456916166014,0.3001518688815181,False,True
2864601_0.371,2864601_0.355,2864601_0.371:u004,2864601_0.355:u030,0.9905338833531553,0.9880105821889503,0.9833452134844654,0.9994743844121886,0.9961613388434649,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.858089071076593,0.8313027251087541,True,True
2864601_0.371,2864601_0.355,2864601_0.371:u005,2864601_0.355:u012,0.7731452770512043,0.6745778858955652,0.6685630586903645,0.8634631643510068,0.9875518040261201,0.74,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.29219260453045104,0.33350506262542884,False,True
2864601_0.371,2864601_0.355,2864601_0.371:u009,2864601_0.355:u024,0.7597233993104446,0.616752031169127,0.593141103983316,0.9911046900595399,0.9926726037640187,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,-0.05870463174959775,0.15176204547563843,False,True
2864601_0.371,2864601_0.355,2864601_0.371:u010,2864601_0.355:u021,0.9610317544033475,0.9528606442130672,0.9462099556884793,0.9984132479273718,0.9581396242370467,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,True,0.8714117177382812,0.7205801191983774,True,True
2864601_0.371,2864601_0.355,2864601_0.371:u011,2864601_0.355:u029,0.8182232789118483,0.7246951398697447,0.7075109813618657,0.947186094117605,0.9956211185942208,1.0,equilibrium_files,deliberately_off_manifold_diagnostic,False,0.5715930373725723,0.47018739736712695,False,True
