member_id,row_id,function,perturbation,validity,signed_change_native,absolute_change_native,estimand
2864601_0.386,35707,original_f,random_joint_shift,exact_symmetry,-0.07113790512084961,0.07113790512084961,"native max(log Q, -2)"
2864601_0.386,36268,original_f,random_joint_shift,exact_symmetry,0.0037360191345214844,0.0037360191345214844,"native max(log Q, -2)"
2864601_0.386,36909,original_f,random_joint_shift,exact_symmetry,-0.023404240608215332,0.023404240608215332,"native max(log Q, -2)"
2864601_0.386,37048,original_f,random_joint_shift,exact_symmetry,-0.3438892364501953,0.3438892364501953,"native max(log Q, -2)"
2864601_0.386,37075,original_f,random_joint_shift,exact_symmetry,-0.008982986211776733,0.008982986211776733,"native max(log Q, -2)"
2864601_0.386,37205,original_f,random_joint_shift,exact_symmetry,0.07697880268096924,0.07697880268096924,"native max(log Q, -2)"
2864601_0.386,37535,original_f,random_joint_shift,exact_symmetry,-0.08762991428375244,0.08762991428375244,"native max(log Q, -2)"
2864601_0.386,37567,original_f,random_joint_shift,exact_symmetry,0.002167940139770508,0.002167940139770508,"native max(log Q, -2)"
2864601_0.386,37817,original_f,random_joint_shift,exact_symmetry,-0.012273073196411133,0.012273073196411133,"native max(log Q, -2)"
2864601_0.386,38127,original_f,random_joint_shift,exact_symmetry,0.00019216537475585938,0.00019216537475585938,"native max(log Q, -2)"
2864601_0.386,38722,original_f,random_joint_shift,exact_symmetry,0.0,0.0,"native max(log Q, -2)"
2864601_0.386,38742,original_f,random_joint_shift,exact_symmetry,-0.00021791458129882812,0.00021791458129882812,"native max(log Q, -2)"
2864601_0.386,38750,original_f,random_joint_shift,exact_symmetry,0.21597999334335327,0.21597999334335327,"native max(log Q, -2)"
2864601_0.386,39342,original_f,random_joint_shift,exact_symmetry,0.09599322080612183,0.09599322080612183,"native max(log Q, -2)"
2864601_0.386,39623,original_f,random_joint_shift,exact_symmetry,-0.05564284324645996,0.05564284324645996,"native max(log Q, -2)"
2864601_0.386,39672,original_f,random_joint_shift,exact_symmetry,0.19249123334884644,0.19249123334884644,"native max(log Q, -2)"
2864601_0.386,39778,original_f,random_joint_shift,exact_symmetry,-0.005949199199676514,0.005949199199676514,"native max(log Q, -2)"
2864601_0.386,40003,original_f,random_joint_shift,exact_symmetry,-0.017098188400268555,0.017098188400268555,"native max(log Q, -2)"
2864601_0.386,40205,original_f,random_joint_shift,exact_symmetry,0.3178709149360657,0.3178709149360657,"native max(log Q, -2)"
2864601_0.386,40334,original_f,random_joint_shift,exact_symmetry,0.0626223087310791,0.0626223087310791,"native max(log Q, -2)"
2864601_0.386,40434,original_f,random_joint_shift,exact_symmetry,-0.1461724042892456,0.1461724042892456,"native max(log Q, -2)"
2864601_0.386,40599,original_f,random_joint_shift,exact_symmetry,0.009040355682373047,0.009040355682373047,"native max(log Q, -2)"
2864601_0.386,40915,original_f,random_joint_shift,exact_symmetry,-0.0011982917785644531,0.0011982917785644531,"native max(log Q, -2)"
