member_id,stratifier,level,n,r2,mse,bias,residual_q01,residual_q05,residual_q25,residual_q50,residual_q75,residual_q95,residual_q99
2864601_0.175,flux_regime,stable_floor,3141.0,nan,0.03431925036926466,0.03527723051149805,-0.06764907836914062,-0.03312492370605469,-0.00918436050415039,0.0013638734817504883,0.01600182056427002,0.1604694128036499,0.9134913444519001
2864601_0.175,a_over_LT_tertile,0,3262.0,0.8970542697315345,0.09422397152706685,0.014267517184342727,-1.038256421983242,-0.3643381077330559,-0.012088358402252197,0.0027713775634765625,0.03266727924346924,0.44053239673376077,1.022232819795608
2864601_0.175,a_over_LT_tertile,1,3261.0,0.9718301435566598,0.0787033363585765,0.03852440708471476,-0.6327604234218598,-0.31666386127471924,-0.058986544609069824,0.002179265022277832,0.12723982334136963,0.4692567139863968,0.8769956886768354
2864601_0.175,a_over_LT_tertile,2,3262.0,0.9804507125738042,0.05745039851389892,0.032403965351719397,-0.5856259298324585,-0.2913527250289917,-0.07783257961273193,0.025411605834960938,0.13846749067306519,0.3841322585940359,0.741550049781796
2864601_0.175,a_over_Ln_tertile,0,3262.0,0.9744331708560505,0.1236373748081474,0.028355088867688213,-1.040399048626423,-0.4214783191680908,-0.03667864203453064,0.004942774772644043,0.10989415645599365,0.5486023128032683,1.123521386831998
2864601_0.175,a_over_Ln_tertile,1,3261.0,0.9862440737103956,0.0631876558578307,0.03018274379471315,-0.6469979763031005,-0.2878023386001587,-0.05182182788848877,0.011211276054382324,0.11104226112365723,0.3955717086791992,0.733837509155274
2864601_0.175,a_over_Ln_tertile,2,3262.0,0.991198593745158,0.04354791924046154,0.02665549973480409,-0.5031704884767533,-0.2687153935432434,-0.04390434920787811,-0.00025641918182373047,0.09786976873874664,0.3760975897312164,0.683466559052467
2864601_0.175,equilibrium_class,0,5033.0,0.9839480224653678,0.07863363117119201,0.0240233434221566,-0.782328919172287,-0.34078340530395507,-0.05127716064453125,0.0038214921951293945,0.10627484321594238,0.4335651785135259,0.874555296897889
2864601_0.175,equilibrium_class,1,1221.0,0.9796971936067412,0.09908861621448084,0.05168248933490539,-0.8864844441413879,-0.30373714864254,-0.033463478088378906,0.009310364723205566,0.1429293155670166,0.4564362019300461,0.9838624000549295
2864601_0.175,equilibrium_class,2,1253.0,0.9829278838945222,0.07197089848969158,0.04501092821138139,-0.5955993938446045,-0.2555106163024902,-0.02778172492980957,0.008176684379577637,0.11410236358642578,0.4323241233825665,0.9593352127075213
2864601_0.175,equilibrium_class,3,795.0,0.9864634560021265,0.062341057700641654,0.012639660495128366,-0.771138864159584,-0.3383046865463256,-0.04133117198944092,0.0033617019653320312,0.09380745887756348,0.3477638036012649,0.7936530488729413
2864601_0.175,equilibrium_class,4,1483.0,0.9875898027631708,0.06400703450901159,0.018482425806991158,-0.7160542339086533,-0.2988252758979797,-0.05014955997467041,0.00046694278717041016,0.0835677981376648,0.4106623053550712,0.8086476910114302
2864601_0.175,fixed_pair_split,test,994.0,0.986554328690692,0.06509097061915539,0.036519003515642405,-0.571640454530716,-0.2819021925330162,-0.058925122022628784,0.004353880882263184,0.10622912645339966,0.4272991597652435,0.8990448951721178
2864601_0.175,fixed_pair_split,train,7774.0,0.984287050394366,0.07617448986517046,0.02536631224820412,-0.7915935385227203,-0.32840445339679714,-0.04339143633842468,0.004446506500244141,0.10449880361557007,0.4152877807617187,0.8232928302884079
2864601_0.175,fixed_pair_split,validation,1017.0,0.9805462223736144,0.09295227721895051,0.04363113728987425,-0.7658807563781739,-0.30007309913635255,-0.042052268981933594,0.005357861518859863,0.12143778800964355,0.4965629279613494,1.0244208085536957
2864601_0.175,equilibrium_in_train,True,9785.0,0.984140848079014,0.07679237352467534,0.028397595047101633,-0.76977548122406,-0.3173550844192505,-0.04405498504638672,0.00458371639251709,0.10594391822814941,0.42718582153320284,0.8766751432418812
2864601_0.277,stability,stable_near_floor,3170.0,-1202.542291343652,0.03187731867321725,0.03496092079965286,-0.04121819496154785,-0.007748126983642578,-0.0019002556800842285,0.0015281438827514648,0.006033867597579956,0.20299814939498884,0.7044311499595634
2864601_0.277,stability,unstable,6615.0,0.968453287427712,0.09482919465927345,-0.004581798249592537,-0.9841107678413391,-0.4535048127174377,-0.12428972125053406,0.001511693000793457,0.13327893614768982,0.4147297978401183,0.7842273974418631
2864601_0.277,flux_regime,high_flux,2205.0,0.8950911146757784,0.0752366021676688,-0.018942381667982695,-1.0657819080352784,-0.3652036190032959,-0.10725092887878418,-0.0038204193115234375,0.1063234806060791,0.31900782585144044,0.5410511779785157
