entity,entity_type,gradient_set,stratum,n,mean_signed_change,mean_absolute_change,rms_change,max_absolute_change,relative_l2_change
2864601_0.440,member,fixed,unstable,977,5.124657278539215e-09,9.639236309633285e-08,1.3000674409348883e-07,4.76837158203125e-07,6.799457993771319e-08
2864601_0.457,member,varied,all,1000,-6.162677891552448e-09,8.512206841260195e-08,1.405218140263723e-07,7.152557373046875e-07,6.803101088005215e-08
2864601_0.457,member,varied,stable_near_floor,240,-4.6566128730773926e-09,9.220093488693237e-08,1.3121274158546728e-07,2.384185791015625e-07,6.858055054114659e-08
2864601_0.457,member,varied,unstable,760,-6.638277371070887e-09,8.288663689439234e-08,1.4333596972173113e-07,7.152557373046875e-07,6.788778299007873e-08
2864601_0.457,member,fixed,all,1000,-1.2993812561035156e-08,1.302957534790039e-07,1.8479362510820123e-07,7.152557373046875e-07,9.180022764536645e-08
2864601_0.457,member,fixed,stable_near_floor,23,-1.5549037767493206e-08,1.2957531472911005e-07,1.8766514104585721e-07,4.76837158203125e-07,9.360611732754274e-08
2864601_0.457,member,fixed,unstable,977,-1.2933658845837064e-08,1.3031271365428287e-07,1.8472548767063087e-07,7.152557373046875e-07,9.175764176080773e-08
2864601_0.400,member,varied,all,1000,3.452645614743233e-09,8.371029980480671e-08,1.335562392494309e-07,4.76837158203125e-07,6.449196227767025e-08
2864601_0.400,member,varied,stable_near_floor,240,1.1517355839411418e-08,8.602316180864969e-08,1.1921802038019746e-07,3.5762786865234375e-07,6.225123028978787e-08
2864601_0.400,member,varied,unstable,760,9.058950174795953e-10,8.297992232990892e-08,1.3777443574668698e-07,4.76837158203125e-07,6.505810777965935e-08
2864601_0.400,member,fixed,all,1000,6.449222564697266e-08,1.1551380157470703e-07,1.4788679929830072e-07,4.76837158203125e-07,7.486666216616699e-08
2864601_0.400,member,fixed,stable_near_floor,23,7.256217624830164e-08,1.2439230213994565e-07,1.406116067456218e-07,2.384185791015625e-07,7.17563522989633e-08
2864601_0.400,member,fixed,unstable,977,6.430224728071824e-08,1.1530478876713233e-07,1.4805376093407446e-07,4.76837158203125e-07,7.493716286337013e-08
2864601_0.385,member,varied,all,1000,-5.420763045549393e-09,8.225021883845329e-08,1.3422801143486554e-07,4.76837158203125e-07,6.480523862590185e-08
2864601_0.385,member,varied,stable_near_floor,240,-5.122274160385132e-09,8.794789512952169e-08,1.2558612402298937e-07,4.76837158203125e-07,6.572844794857212e-08
2864601_0.385,member,varied,unstable,760,-5.515022693496001e-09,8.04509526412738e-08,1.3684369282645722e-07,4.76837158203125e-07,6.456617187158998e-08
2864601_0.385,member,fixed,all,1000,-1.0263919830322265e-07,1.271963119506836e-07,1.6077793607007288e-07,5.960464477539062e-07,8.61099100542306e-08
2864601_0.385,member,fixed,stable_near_floor,23,-1.6067339026409647e-07,1.7103941544242526e-07,2.2093256127261198e-07,5.960464477539062e-07,1.1288580046622652e-07
2864601_0.385,member,fixed,unstable,977,-1.01272989075894e-07,1.261641815716559e-07,1.5908800730418322e-07,4.76837158203125e-07,8.530401280220455e-08
2864601_0.350,member,varied,all,1000,5.595094989985228e-09,9.132578270509839e-08,1.4204406064944073e-07,4.76837158203125e-07,6.855891543735996e-08
2864601_0.350,member,varied,stable_near_floor,240,8.343098064263662e-09,8.950786044200262e-08,1.246818567941925e-07,2.384185791015625e-07,6.483430360335593e-08
2864601_0.350,member,varied,unstable,760,4.727304545476249e-09,9.189986341976022e-08,1.471017346963202e-07,4.76837158203125e-07,6.949701931393167e-08
2864601_0.350,member,fixed,all,1000,-1.1920928955078126e-08,1.1682510375976562e-07,1.7026492186886906e-07,4.76837158203125e-07,6.637671085872845e-08
2864601_0.350,member,fixed,stable_near_floor,23,-2.0732050356657608e-08,1.2439230213994565e-07,1.7221334421983127e-07,2.384185791015625e-07,5.19488771609548e-08
2864601_0.350,member,fixed,unstable,977,-1.1713502350946775e-08,1.1664696091151165e-07,1.7021878447519018e-07,4.76837158203125e-07,6.688846951666849e-08
2864601_0.416,member,varied,all,1000,-5.474663339555264e-09,8.784641977399588e-08,1.4218293724327443e-07,9.5367431640625e-07,6.84899578476945e-08
2864601_0.416,member,varied,stable_near_floor,240,-3.539025783538818e-09,1.000240445137024e-07,1.408567024883992e-07,2.384185791015625e-07,7.343072228572768e-08
2864601_0.416,member,varied,unstable,760,-6.085917304613089e-09,8.400085406672014e-08,1.4259918565920323e-07,9.5367431640625e-07,6.715771826929087e-08
2864601_0.416,member,fixed,all,1000,-3.743171691894531e-08,1.5377998352050782e-07,2.0771171106934072e-07,7.152557373046875e-07,8.651011284239488e-08
2864601_0.416,member,fixed,stable_near_floor,23,-3.109807553498641e-08,1.9695447838824728e-07,2.583200163297469e-07,4.76837158203125e-07,1.0380529268024885e-07
2864601_0.416,member,fixed,unstable,977,-3.7580820042620904e-08,1.527635931602642e-07,2.0637085053111793e-07,7.152557373046875e-07,8.602683322255201e-08
2864601_0.342,member,varied,all,1000,-2.1099112927913664e-09,7.896823808550835e-08,1.3520687376465178e-07,9.5367431640625e-07,6.512260512132806e-08
2864601_0.342,member,varied,stable_near_floor,240,4.097819328308106e-09,8.083879947662353e-08,1.1728453979577057e-07,2.384185791015625e-07,6.130715228281402e-08
2864601_0.342,member,varied,unstable,760,-4.0702472784017265e-09,7.837753448831408e-08,1.4039202409861728e-07,9.5367431640625e-07,6.606363645199402e-08
2864601_0.342,member,fixed,all,1000,-4.2557716369628904e-08,1.0740756988525391e-07,1.3784017104685078e-07,3.5762786865234375e-07,9.095514616446199e-08
2864601_0.342,member,fixed,stable_near_floor,23,-5.7013138480808426e-08,1.1920928955078125e-07,1.4279176166737504e-07,2.384185791015625e-07,8.696158130459425e-08
2864601_0.342,member,fixed,unstable,977,-4.2217414723204e-08,1.071297402513674e-07,1.3772145857535138e-07,3.5762786865234375e-07,9.106347189124316e-08
2864601_0.359,member,varied,all,1000,6.244139513000846e-09,8.446993888355791e-08,1.3491575191299218e-07,4.76837158203125e-07,6.555590459784528e-08
2864601_0.359,member,varied,stable_near_floor,240,1.133109132448832e-09,8.557302256425222e-08,1.2587241783397467e-07,3.5762786865234375e-07,6.584624069945715e-08
2864601_0.359,member,varied,unstable,760,7.858149106859377e-09,8.412159666860182e-08,1.3764816121431846e-07,4.76837158203125e-07,6.547987454745041e-08
2864601_0.359,member,fixed,all,1000,6.198883056640625e-09,1.1110305786132813e-07,1.631034028671939e-07,4.76837158203125e-07,6.884509299464389e-08
2864601_0.359,member,fixed,stable_near_floor,23,-6.219615106997282e-08,1.4512435249660327e-07,1.9885484128673055e-07,4.76837158203125e-07,6.986570548815147e-08
2864601_0.359,member,fixed,unstable,977,7.80900156729785e-09,1.1030214713808214e-07,1.6216683135744197e-07,2.384185791015625e-07,6.880978009731449e-08
2864601_0.475,member,varied,all,1000,2.080661943182349e-09,8.581773727200926e-08,1.391994082054888e-07,4.76837158203125e-07,6.67865020215661e-08
2864601_0.475,member,varied,stable_near_floor,240,-1.3504177331924438e-08,8.167698979377747e-08,1.2013411435032367e-07,2.384185791015625e-07,6.255187219124016e-08
2864601_0.475,member,varied,unstable,760,7.002190135321335e-09,8.712534173881929e-08,1.4469907949631513e-07,4.76837158203125e-07,6.782782520876772e-08
2864601_0.475,member,fixed,all,1000,-2.002716064453125e-08,1.2683868408203126e-07,1.6578236643021076e-07,8.344650268554688e-07,8.517445417819969e-08
2864601_0.475,member,fixed,stable_near_floor,23,5.183012589164402e-09,1.6067339026409647e-07,2.034621282908245e-07,4.76837158203125e-07,1.0167711516295601e-07
2864601_0.475,member,fixed,unstable,977,-2.0620644763645888e-08,1.2604216592216686e-07,1.6479156448982215e-07,8.344650268554688e-07,8.4722239444781e-08
2864601_0.462,member,varied,all,1000,5.624722689390183e-09,8.853478357195855e-08,1.4304593975106548e-07,7.152557373046875e-07,6.881620914649684e-08
2864601_0.462,member,varied,stable_near_floor,240,9.73232090473175e-09,9.246480961640676e-08,1.2909824086891028e-07,3.5762786865234375e-07,6.745268401756605e-08
2864601_0.462,member,varied,unstable,760,4.3275864108612665e-09,8.7293722715817e-08,1.471761184876908e-07,7.152557373046875e-07,6.916018863630863e-08
2864601_0.462,member,fixed,all,1000,5.8770179748535156e-08,1.4007091522216797e-07,1.8223821627042745e-07,5.960464477539062e-07,9.559481637237952e-08
2864601_0.462,member,fixed,stable_near_floor,23,-7.256217624830164e-08,1.3475832731827445e-07,1.925403721540566e-07,4.76837158203125e-07,9.05987145840594e-08
2864601_0.462,member,fixed,unstable,977,6.186193429093766e-08,1.4019598126289423e-07,1.819886624813908e-07,5.960464477539062e-07,9.573787643481173e-08
2864601_0.268,member,varied,all,1000,-3.0475202947854997e-09,8.591706864535809e-08,1.3691673121089724e-07,4.76837158203125e-07,6.620752698824682e-08
2864601_0.268,member,varied,stable_near_floor,240,-2.0178655783335366e-09,8.794789512952169e-08,1.221541188311944e-07,2.384185791015625e-07,6.410780392853244e-08
2864601_0.268,member,varied,unstable,760,-3.3726744157703297e-09,8.527575501878011e-08,1.4125844355804264e-07,4.76837158203125e-07,6.673421879152783e-08
2864601_0.268,member,fixed,all,1000,3.0994415283203124e-09,1.4400482177734375e-07,1.9682172124448222e-07,7.152557373046875e-07,9.604620676521207e-08
2864601_0.268,member,fixed,stable_near_floor,23,-2.0732050356657608e-08,1.6585640285326086e-07,2.3317797037211692e-07,4.76837158203125e-07,1.1319496832122804e-07
2864601_0.268,member,fixed,unstable,977,3.6604694846708673e-09,1.43490403799098e-07,1.958845636361742e-07,7.152557373046875e-07,9.560070043232185e-08
2864601_0.262,member,varied,all,1000,1.5166588127613068e-09,8.407188579440117e-08,1.335961741759801e-07,4.76837158203125e-07,6.457621674972796e-08
2864601_0.262,member,varied,stable_near_floor,240,4.097819328308106e-09,9.12696123123169e-08,1.2639663494079265e-07,2.384185791015625e-07,6.650264401914569e-08
2864601_0.262,member,varied,unstable,760,7.015554920623177e-10,8.179891952558568e-08,1.357904321711516e-07,4.76837158203125e-07,6.407764457621786e-08
2864601_0.262,member,fixed,all,1000,7.867813110351563e-09,1.125335693359375e-07,1.5715745446850773e-07,7.152557373046875e-07,7.876304185834774e-08
2864601_0.262,member,fixed,stable_near_floor,23,5.183012589164402e-09,8.811121401579483e-08,1.1390842031310906e-07,2.384185791015625e-07,6.378795815627376e-08
2864601_0.262,member,fixed,unstable,977,7.93101721678688e-09,1.131085070763298e-07,1.580330658234332e-07,7.152557373046875e-07,7.901696356707099e-08
2864601_0.485,member,varied,all,1000,2.0596198737621308e-09,8.897716179490089e-08,1.4170206947315998e-07,4.76837158203125e-07,6.857060716143166e-08
2864601_0.485,member,varied,stable_near_floor,240,-8.22086197634538e-09,9.663441839317481e-08,1.332029280921725e-07,2.384185791015625e-07,6.947536474223067e-08
2864601_0.485,member,varied,unstable,760,5.306087826427661e-09,8.655908076386703e-08,1.442820322931948e-07,4.76837158203125e-07,6.833306446135672e-08
2864601_0.485,member,fixed,all,1000,-3.0040740966796875e-08,1.3089179992675782e-07,1.8204316300221514e-07,7.152557373046875e-07,8.909449474821435e-08
2864601_0.485,member,fixed,stable_near_floor,23,-8.292820142663043e-08,1.3475832731827445e-07,1.893041690302898e-07,4.76837158203125e-07,9.420596064944761e-08
2864601_0.485,member,fixed,unstable,977,-2.8795693279410824e-08,1.30800776252239e-07,1.8186873583740712e-07,7.152557373046875e-07,8.897478358191842e-08
2864601_0.473,member,varied,all,1000,-1.528766006231308e-09,8.999602869153022e-08,1.4030458275541707e-07,4.76837158203125e-07,6.781192763015683e-08
2864601_0.473,member,varied,stable_near_floor,240,-1.6763806343078614e-09,9.10833477973938e-08,1.3208417636541661e-07,2.384185791015625e-07,6.857937209746474e-08
2864601_0.473,member,varied,unstable,760,-1.4821508605229227e-09,8.965266476336278e-08,1.4280222257549242e-07,4.76837158203125e-07,6.760897303000322e-08
2864601_0.473,member,fixed,all,1000,1.9073486328125e-09,1.2159347534179688e-07,1.7348945295549768e-07,4.76837158203125e-07,7.459242426632023e-08
2864601_0.473,member,fixed,stable_near_floor,23,1.0366025178328804e-08,9.329422660495924e-08,1.491411309650479e-07,2.384185791015625e-07,5.943217953544581e-08
2864601_0.473,member,fixed,unstable,977,1.7082190928464048e-09,1.2225968078800697e-07,1.740216092566697e-07,4.76837158203125e-07,7.496618060754676e-08
2864601_0.189,member,varied,all,1000,3.3369287848472597e-09,8.848961442708969e-08,1.3838715619803132e-07,4.76837158203125e-07,6.675438258244963e-08
2864601_0.189,member,varied,stable_near_floor,240,9.561578432718914e-09,9.524325529734294e-08,1.3234658509069872e-07,3.5762786865234375e-07,6.900036760912616e-08
2864601_0.189,member,varied,unstable,760,1.3712499486772637e-09,8.635688573122024e-08,1.4024066035201972e-07,4.76837158203125e-07,6.616123130212018e-08
2864601_0.189,member,fixed,all,1000,-3.1137466430664064e-07,3.1757354736328127e-07,3.736407856780955e-07,9.5367431640625e-07,1.8531487199375477e-07
2864601_0.189,member,fixed,stable_near_floor,23,-3.524448560631793e-07,3.7317690641983697e-07,4.3905960133899545e-07,7.152557373046875e-07,2.1523346275965638e-07
2864601_0.189,member,fixed,unstable,977,-3.104078123000896e-07,3.162645634755629e-07,3.719621408671676e-07,9.5367431640625e-07,1.8453362850414875e-07
2864601_0.395,member,varied,all,1000,1.5834812074899674e-09,7.816939614713192e-08,1.3219581696022114e-07,4.76837158203125e-07,6.372137536888861e-08
2864601_0.395,member,varied,stable_near_floor,240,6.67447845141093e-09,8.186325430870057e-08,1.2125328737837215e-07,3.5762786865234375e-07,6.296275592626788e-08
2864601_0.395,member,varied,unstable,760,-2.4202132695599607e-11,7.700291462242604e-08,1.35467842823177e-07,4.76837158203125e-07,6.391768856936624e-08
2864601_0.395,member,fixed,all,1000,4.76837158203125e-10,7.891654968261719e-08,1.0702312320453377e-07,2.384185791015625e-07,5.910703921382887e-08
2864601_0.395,member,fixed,stable_near_floor,23,-2.0732050356657608e-08,7.256217624830164e-08,9.942742064336527e-08,2.384185791015625e-07,6.429454272449425e-08
2864601_0.395,member,fixed,unstable,977,9.761251959122313e-10,7.906614086889073e-08,1.0719545290185952e-07,2.384185791015625e-07,5.9014566649600456e-08
2864601_0.237,member,varied,all,1000,1.1008232831954955e-09,8.513592183589935e-08,1.3531402354047454e-07,4.76837158203125e-07,6.52854231136508e-08
2864601_0.237,member,varied,stable_near_floor,240,3.4148494402567544e-09,9.145587682723999e-08,1.2956657484932687e-07,3.5762786865234375e-07,6.758315503533652e-08
2864601_0.237,member,varied,unstable,760,3.7007818096562437e-10,8.3140146575476e-08,1.370789515607098e-07,4.76837158203125e-07,6.467843086266817e-08
2864601_0.237,member,fixed,all,1000,-3.0994415283203124e-09,1.227855682373047e-07,1.7825675623434778e-07,4.76837158203125e-07,6.70116768565314e-08
2864601_0.237,member,fixed,stable_near_floor,23,-4.1464100713315216e-08,2.0732050356657608e-07,2.4354644701731167e-07,4.76837158203125e-07,7.472590314675466e-08
2864601_0.237,member,fixed,unstable,977,-2.1962816908025204e-09,1.2079549299413862e-07,1.7642889112580615e-07,4.76837158203125e-07,6.671928631892632e-08
2864601_0.372,member,varied,all,1000,-7.591210305690765e-09,8.292961865663529e-08,1.3580729913119756e-07,7.152557373046875e-07,6.541875914244957e-08
2864601_0.372,member,varied,stable_near_floor,240,-5.091230074564616e-09,8.704761664072673e-08,1.251608839752299e-07,3.5762786865234375e-07,6.536419612337584e-08
2864601_0.372,member,varied,unstable,760,-8.380677747099023e-09,8.16291982406064e-08,1.3900001536690536e-07,7.152557373046875e-07,6.54327513587804e-08
2864601_0.372,member,fixed,all,1000,-5.8412551879882815e-09,1.302957534790039e-07,1.7909187332821925e-07,7.152557373046875e-07,8.318456920019175e-08
2864601_0.372,member,fixed,stable_near_floor,23,-4.664711330247962e-08,1.2957531472911005e-07,1.6674485353952295e-07,2.384185791015625e-07,8.309542141439973e-08
2864601_0.372,member,fixed,unstable,977,-4.880625979561157e-09,1.3031271365428287e-07,1.7937230093840406e-07,7.152557373046875e-07,8.318638576441225e-08
2864601_0.472,member,varied,all,1000,6.3283368945121764e-09,8.54330137372017e-08,1.3722626193559983e-07,9.5367431640625e-07,6.634752733530939e-08
2864601_0.472,member,varied,stable_near_floor,240,-9.12696123123169e-09,9.505699078241984e-08,1.2598973646523028e-07,4.76837158203125e-07,6.662374322716817e-08
2864601_0.472,member,varied,unstable,760,1.1208957355273397e-08,8.239386309134333e-08,1.405881802235798e-07,9.5367431640625e-07,6.627801999849883e-08
2864601_0.472,member,fixed,all,1000,2.6226043701171873e-09,1.442432403564453e-07,1.9990228477720817e-07,4.76837158203125e-07,9.675499128933533e-08
2864601_0.472,member,fixed,stable_near_floor,23,2.0732050356657608e-08,1.8658845320991849e-07,2.3317797037211692e-07,4.76837158203125e-07,1.1070331097568432e-07
2864601_0.472,member,fixed,unstable,977,2.1962816908025204e-09,1.4324637250011995e-07,1.990519192960608e-07,4.76837158203125e-07,9.638806864930979e-08
2864601_0.436,member,varied,all,1000,-2.4102628231048585e-09,8.878670632839203e-08,1.419937978650197e-07,4.76837158203125e-07,6.851073586879108e-08
2864601_0.436,member,varied,stable_near_floor,240,-2.4555871884028117e-08,9.204571445782979e-08,1.294210029115895e-07,2.384185791015625e-07,6.788158178290481e-08
2864601_0.436,member,varied,unstable,760,4.5830874066603815e-09,8.775754586646431e-08,1.4573898619313477e-07,4.76837158203125e-07,6.867015525956198e-08
2864601_0.436,member,fixed,all,1000,-1.1920928955078125e-09,1.3947486877441405e-07,1.9236700777000723e-07,7.152557373046875e-07,8.908857423451169e-08
2864601_0.436,member,fixed,stable_near_floor,23,0.0,1.6585640285326086e-07,2.3317797037211692e-07,7.152557373046875e-07,1.0638500994941515e-07
2864601_0.436,member,fixed,unstable,977,-1.2201564948902892e-09,1.388538091185149e-07,1.913013946796921e-07,7.152557373046875e-07,8.862676698549431e-08
2864601_0.454,member,varied,all,1000,2.598389983177185e-09,8.007138967514038e-08,1.3328068827234539e-07,7.152557373046875e-07,6.417852407042096e-08
2864601_0.454,member,varied,stable_near_floor,240,-4.873921473821004e-09,8.683030803998311e-08,1.2511005384049062e-07,2.384185791015625e-07,6.548763519069072e-08
2864601_0.454,member,varied,unstable,760,4.958067285387139e-09,7.793699440203215e-08,1.357587630644364e-07,7.152557373046875e-07,6.384057621434625e-08
2864601_0.454,member,fixed,all,1000,4.291534423828125e-09,1.1301040649414062e-07,1.6518123698891423e-07,4.76837158203125e-07,6.659038981139112e-08
2864601_0.454,member,fixed,stable_near_floor,23,4.1464100713315216e-08,1.6585640285326086e-07,1.9885484128673055e-07,2.384185791015625e-07,6.965827319516272e-08
2864601_0.454,member,fixed,unstable,977,3.4164381856928096e-09,1.1176633493195049e-07,1.6430538743211345e-07,4.76837158203125e-07,6.649170665845345e-08
2864601_0.377,member,varied,all,1000,3.92616493627429e-09,8.320464985445141e-08,1.3801546814920283e-07,9.5367431640625e-07,6.702763649203931e-08
2864601_0.377,member,varied,stable_near_floor,240,6.953875223795573e-09,8.443991343180339e-08,1.1348386266624791e-07,2.384185791015625e-07,5.993438871410507e-08
2864601_0.377,member,varied,unstable,760,2.9700458981096744e-09,8.281456661949817e-08,1.4490200203788902e-07,9.5367431640625e-07,6.87168647372827e-08
2864601_0.377,member,fixed,all,1000,9.298324584960937e-09,1.5759468078613282e-07,2.1002498193307152e-07,7.152557373046875e-07,1.0513442599573664e-07
2864601_0.377,member,fixed,stable_near_floor,23,2.591506294582201e-08,1.6067339026409647e-07,2.0944758447540067e-07,4.76837158203125e-07,1.1082569996842157e-07
2864601_0.377,member,fixed,unstable,977,8.90714241269911e-09,1.5752220349033633e-07,2.1003855558528242e-07,7.152557373046875e-07,1.0501150083309556e-07
2864601_0.212,member,varied,all,1000,-1.896987669169903e-09,8.582661394029856e-08,1.4368575162056673e-07,9.5367431640625e-07,6.962090263761669e-08
2864601_0.212,member,varied,stable_near_floor,240,-1.5537564953168233e-08,9.026067952315013e-08,1.3696058196069314e-07,4.76837158203125e-07,7.122758159325322e-08
2864601_0.212,member,varied,unstable,760,2.410563052092728e-09,8.442638270360859e-08,1.4574503230734458e-07,9.5367431640625e-07,6.919189292775709e-08
2864601_0.212,member,fixed,all,1000,3.142356872558594e-07,3.290176391601562e-07,3.787405015247894e-07,1.0728836059570312e-06,1.9135143890297053e-07
2864601_0.212,member,fixed,stable_near_floor,23,2.384185791015625e-07,2.695166546365489e-07,3.240937399006612e-07,5.960464477539062e-07,1.626242224762396e-07
2864601_0.212,member,fixed,unstable,977,3.160205321765849e-07,3.304183788162903e-07,3.799322815726881e-07,1.0728836059570312e-06,1.9198474295698637e-07
2864601_0.123,member,varied,all,1000,-3.4086406230926515e-09,8.712336421012879e-08,1.3989384582033184e-07,4.76837158203125e-07,6.768325366729899e-08
2864601_0.123,member,varied,stable_near_floor,240,8.537123600641886e-09,9.297703703244527e-08,1.2691618104901668e-07,2.384185791015625e-07,6.638790185969967e-08
2864601_0.123,member,varied,unstable,760,-7.1809872200614525e-09,8.52748359504499e-08,1.437488490366131e-07,4.76837158203125e-07,6.801392224052384e-08
2864601_0.123,member,fixed,all,1000,2.7418136596679687e-09,7.879734039306641e-08,1.0467363080270382e-07,2.384185791015625e-07,5.806938976141633e-08
2864601_0.123,member,fixed,stable_near_floor,23,-5.183012589164402e-09,1.1920928955078125e-07,1.6674485353952295e-07,2.384185791015625e-07,7.821969933787049e-08
2864601_0.123,member,fixed,unstable,977,2.928375587736694e-09,7.784598437400045e-08,1.0276166402845114e-07,2.384185791015625e-07,5.727806442034645e-08
2864601_0.288,member,varied,all,1000,1.4500692486763e-09,8.570216596126557e-08,1.3495948838065622e-07,4.76837158203125e-07,6.573835173665561e-08
2864601_0.288,member,varied,stable_near_floor,240,-1.831601063410441e-09,8.925174673398335e-08,1.2662425574809286e-07,2.384185791015625e-07,6.619992156949079e-08
2864601_0.288,member,varied,unstable,760,2.486386189335271e-09,8.458124571724942e-08,1.3748672179650877e-07,4.76837158203125e-07,6.561634559849101e-08
2864601_0.288,member,fixed,all,1000,-2.5033950805664064e-09,9.715557098388671e-08,1.4672915488590206e-07,3.5762786865234375e-07,7.128376739845655e-08
2864601_0.288,member,fixed,stable_near_floor,23,-1.0366025178328804e-08,9.329422660495924e-08,1.491411309650479e-07,2.384185791015625e-07,6.912513566828782e-08
2864601_0.288,member,fixed,unstable,977,-2.318297340291549e-09,9.724647264275605e-08,1.4667189559630529e-07,3.5762786865234375e-07,7.133886078143465e-08
2864601_0.349,member,varied,all,1000,3.1245872378349306e-10,8.489703759551048e-08,1.3685687870967e-07,4.76837158203125e-07,6.592718603960212e-08
2864601_0.349,member,varied,stable_near_floor,240,-8.847564458847046e-09,9.47775940100352e-08,1.3081463545548924e-07,2.384185791015625e-07,6.857698600213552e-08
2864601_0.349,member,varied,unstable,760,3.205097623561558e-09,8.177686188566058e-08,1.3871028462566332e-07,4.76837158203125e-07,6.523654372762981e-08
2864601_0.349,member,fixed,all,1000,-8.225440979003907e-09,1.493692398071289e-07,1.995109121258304e-07,7.152557373046875e-07,9.25636996165128e-08
2864601_0.349,member,fixed,stable_near_floor,23,4.1464100713315216e-08,2.0732050356657608e-07,2.534911790233588e-07,4.76837158203125e-07,1.1116870892743855e-07
2864601_0.349,member,fixed,unstable,977,-9.395205010655226e-09,1.4800498283019207e-07,1.980629718181179e-07,7.152557373046875e-07,9.202112884934032e-08
2864601_0.510,member,varied,all,1000,-1.5527475625276565e-09,9.011267684400082e-08,1.4190146862446397e-07,4.76837158203125e-07,6.800843669682301e-08
2864601_0.510,member,varied,stable_near_floor,240,-9.468446175257364e-10,8.547989030679067e-08,1.255025274369339e-07,3.5762786865234375e-07,6.507770026932138e-08
2864601_0.510,member,varied,unstable,760,-1.744085334633526e-09,9.157566206627771e-08,1.4669972259618288e-07,4.76837158203125e-07,6.874400630801796e-08
2864601_0.510,member,fixed,all,1000,2.7418136596679687e-09,1.0478496551513672e-07,1.56114111586914e-07,4.76837158203125e-07,7.363904911254268e-08
2864601_0.510,member,fixed,stable_near_floor,23,-2.591506294582201e-08,1.0884326437245244e-07,1.383971123365598e-07,2.384185791015625e-07,7.04519099298059e-08
2864601_0.510,member,fixed,unstable,977,3.4164381856928096e-09,1.0468942726158681e-07,1.5650703412369252e-07,4.76837158203125e-07,7.370184124197242e-08
2864601_0.376,member,varied,all,1000,-1.3866228982806205e-09,8.310738485306501e-08,1.3610141558077108e-07,4.76837158203125e-07,6.6137960381917e-08
2864601_0.376,member,varied,stable_near_floor,240,-1.081886390844981e-08,8.156833549340566e-08,1.2008717553570322e-07,2.384185791015625e-07,6.283053297389361e-08
2864601_0.376,member,varied,unstable,760,1.5919795259833337e-09,8.359340044032586e-08,1.4078058790905932e-07,4.76837158203125e-07,6.69746012064689e-08
2864601_0.376,member,fixed,all,1000,7.271766662597656e-09,1.0931491851806641e-07,1.4989116486549288e-07,4.76837158203125e-07,7.52613221031129e-08
2864601_0.376,member,fixed,stable_near_floor,23,5.183012589164402e-08,1.4512435249660327e-07,1.893041690302898e-07,3.5762786865234375e-07,1.1629526662844998e-07
2864601_0.376,member,fixed,unstable,977,6.2227981239404746e-09,1.084719123957467e-07,1.4883763807907832e-07,4.76837158203125e-07,7.444201052205803e-08
2864601_0.305,member,varied,all,1000,1.315202098339796e-09,8.377264020964503e-08,1.3915610440249313e-07,4.76837158203125e-07,6.708123977331616e-08
2864601_0.305,member,varied,stable_near_floor,240,-1.272807518641154e-09,8.819624781608582e-08,1.2375684999694965e-07,2.384185791015625e-07,6.4708009651763e-08
2864601_0.305,member,varied,unstable,760,2.1324682931758857e-09,8.237571149182163e-08,1.436765349638105e-07,4.76837158203125e-07,6.767606043034183e-08
2864601_0.305,member,fixed,all,1000,-1.0371208190917968e-08,1.1289119720458984e-07,1.4546464405805208e-07,4.76837158203125e-07,9.752925725014544e-08
2864601_0.305,member,fixed,stable_near_floor,23,-4.664711330247962e-08,8.811121401579483e-08,1.3385826162820233e-07,3.5762786865234375e-07,9.401762025633863e-08
2864601_0.305,member,fixed,unstable,977,-9.517220660144255e-09,1.1347455402479689e-07,1.457267387232345e-07,4.76837158203125e-07,9.76030491885961e-08
2864601_0.496,member,varied,all,1000,-1.325039193034172e-09,8.0502824857831e-08,1.3123625764639657e-07,4.76837158203125e-07,6.311303455709343e-08
2864601_0.496,member,varied,stable_near_floor,240,6.053596735000611e-10,8.00782193740209e-08,1.1611529770136494e-07,2.384185791015625e-07,6.084765458290283e-08
2864601_0.496,member,varied,unstable,760,-1.934638835097614e-09,8.063691080008682e-08,1.3566159695206864e-07,4.76837158203125e-07,6.36741483840494e-08
2864601_0.496,member,fixed,all,1000,3.981590270996094e-08,1.1801719665527344e-07,1.7176068929984927e-07,4.76837158203125e-07,7.785868690758679e-08
2864601_0.496,member,fixed,stable_near_floor,23,1.0366025178328804e-07,1.4512435249660327e-07,1.9885484128673055e-07,4.76837158203125e-07,8.249894922725698e-08
2864601_0.496,member,fixed,unstable,977,3.831291393955508e-08,1.1737905480844581e-07,1.7107116228635536e-07,4.76837158203125e-07,7.772365591022736e-08
2864601_0.261,member,varied,all,1000,-6.016343832015991e-10,8.385814726352692e-08,1.4009428302958726e-07,9.5367431640625e-07,6.779635024325588e-08
2864601_0.261,member,varied,stable_near_floor,240,-1.1672576268513997e-08,8.518497149149577e-08,1.229383427111485e-07,2.384185791015625e-07,6.393963948490348e-08
2864601_0.261,member,varied,unstable,760,2.8944525279496843e-09,8.343915013890517e-08,1.4509111235212636e-07,9.5367431640625e-07,6.877211748731386e-08
2864601_0.261,member,fixed,all,1000,3.5762786865234374e-09,1.113414764404297e-07,1.6500908349035526e-07,4.76837158203125e-07,8.180141802975497e-08
