gradient_set,stratum,n,shift,exact_pooling_subgroup,entity,rms_change_q10,rms_change_median,rms_change_q90,rms_over_residual_std_q10,rms_over_residual_std_median,rms_over_residual_std_q90
varied,all,1000,19,False,ensemble_mean,0.015197026773044325,0.015197026773044325,0.015197026773044325,0.06681304900418295,0.06681304900418295,0.06681304900418295
varied,all,1000,19,False,ensemble_spread,0.014595400198959059,0.014595400198959059,0.014595400198959059,,,
varied,all,1000,20,False,member_distribution,0.12422300860479732,0.14692631290542804,0.16802504768213428,0.45391686024780203,0.5462075244235496,0.629058236312114
varied,all,1000,20,False,ensemble_mean,0.014201262390568166,0.014201262390568166,0.014201262390568166,0.06243521540050679,0.06243521540050679,0.06243521540050679
varied,all,1000,20,False,ensemble_spread,0.014532087899598521,0.014532087899598521,0.014532087899598521,,,
varied,all,1000,21,False,member_distribution,0.1381020594038319,0.1575765292504564,0.17882960328946296,0.5052084881801792,0.5924186520773247,0.6655887393965493
varied,all,1000,21,False,ensemble_mean,0.016019855534315033,0.016019855534315033,0.016019855534315033,0.07043057887827278,0.07043057887827278,0.07043057887827278
varied,all,1000,21,False,ensemble_spread,0.014954425301726785,0.014954425301726785,0.014954425301726785,,,
varied,all,1000,22,False,member_distribution,0.13387767462252648,0.15811264424762775,0.17801808610233785,0.49579746955191506,0.5825269380752928,0.664088333076581
varied,all,1000,22,False,ensemble_mean,0.015836529699908054,0.015836529699908054,0.015836529699908054,0.06962459504071766,0.06962459504071766,0.06962459504071766
varied,all,1000,22,False,ensemble_spread,0.014876119929586925,0.014876119929586925,0.014876119929586925,,,
varied,all,1000,23,False,member_distribution,0.12266836533667917,0.1419348353510107,0.16468194442004988,0.4531420816870727,0.5325529681299093,0.6097312394262879
varied,all,1000,23,False,ensemble_mean,0.014460733867256544,0.014460733867256544,0.014460733867256544,0.06357597015116093,0.06357597015116093,0.06357597015116093
varied,all,1000,23,False,ensemble_spread,0.014209369900729601,0.014209369900729601,0.014209369900729601,,,
varied,all,1000,24,False,member_distribution,0.0958320567360207,0.11457228032795586,0.13710564506529332,0.35251637002928454,0.4279310111868116,0.5176951815998158
varied,all,1000,24,False,ensemble_mean,0.011981513608111567,0.011981513608111567,0.011981513608111567,0.05267618908607605,0.05267618908607605,0.05267618908607605
varied,all,1000,24,False,ensemble_spread,0.011717421508201225,0.011717421508201225,0.011717421508201225,,,
varied,all,1000,25,False,member_distribution,0.120122398065083,0.13947711492101872,0.15758525961493167,0.4394533415093404,0.516291184940175,0.5999046849542423
varied,all,1000,25,False,ensemble_mean,0.014135931490280527,0.014135931490280527,0.014135931490280527,0.062147991017238106,0.062147991017238106,0.062147991017238106
