target_kind,target_id,row_id,equilibrium_file,stable_or_near_floor,target_native_value,ebm_oof_prediction,signed_residual_target_minus_formula,fold,split_unit
member_output,2864601_0.437,14023,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000326.h5,False,2.5736100673675537,0.9507901146041036,1.6228199527634501,4,equilibrium_files
member_output,2864601_0.437,14550,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000458.h5,False,6.810038089752197,4.750231540632172,2.059806549120025,0,equilibrium_files
member_output,2864601_0.437,14707,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000497.h5,False,-0.7625657916069031,-0.5932238427738104,-0.16934194883309273,1,equilibrium_files
member_output,2864601_0.437,15374,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000665.h5,False,-0.5917867422103882,-1.2170309309824991,0.625244188772111,0,equilibrium_files
member_output,2864601_0.437,15479,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000691.h5,False,-0.8866440057754517,-0.8494415084568864,-0.037202497318565286,3,equilibrium_files
member_output,2864601_0.437,15566,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000713.h5,False,0.6526971459388733,1.2109949566046998,-0.5582978106658265,1,equilibrium_files
member_output,2864601_0.437,15731,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000754.h5,True,-2.0079283714294434,-1.9787630848671443,-0.02916528656229911,4,equilibrium_files
member_output,2864601_0.437,16772,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001015.h5,True,-1.6540943384170532,-0.4046266674597748,-1.2494676709572783,1,equilibrium_files
member_output,2864601_0.437,16804,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001023.h5,False,1.8960850238800049,2.9979834768071827,-1.1018984529271778,2,equilibrium_files
member_output,2864601_0.437,16861,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001038.h5,False,-0.7802956104278564,0.5276865097864799,-1.3079821202143362,3,equilibrium_files
