entity,entity_type,gradient_set,stratum,n,shift,mean_absolute_change,rms_change,max_absolute_change
2864601_0.230,member,varied,all,1000,64,2.9134750366210937e-07,4.277126478205137e-07,2.5033950805664062e-06
2864601_0.230,member,varied,stable_near_floor,240,32,2.2904326518376669e-07,3.5629177063397667e-07,2.0265579223632812e-06
2864601_0.230,member,varied,stable_near_floor,240,64,2.425784866015116e-07,3.6898682285286586e-07,1.430511474609375e-06
2864601_0.230,member,varied,unstable,760,32,3.091206676081607e-07,4.6110037138869716e-07,2.384185791015625e-06
2864601_0.230,member,varied,unstable,760,64,3.067482458917718e-07,4.4464918608331624e-07,2.5033950805664062e-06
2864601_0.230,member,fixed,all,1000,32,2.2573769092559813e-07,3.3629283132924727e-07,2.7418136596679688e-06
2864601_0.230,member,fixed,all,1000,64,2.2380053997039795e-07,3.4976456801517367e-07,4.5299530029296875e-06
2864601_0.230,member,fixed,stable_near_floor,23,32,1.2957531472911005e-07,2.951588013877837e-07,1.3113021850585938e-06
2864601_0.230,member,fixed,stable_near_floor,23,64,1.1920928955078125e-07,2.371192856186965e-07,9.5367431640625e-07
2864601_0.230,member,fixed,unstable,977,32,2.2800149302643666e-07,3.372007379212791e-07,2.7418136596679688e-06
2864601_0.230,member,fixed,unstable,977,64,2.26262770021218e-07,3.519823452987433e-07,4.5299530029296875e-06
2864601_0.452,member,varied,all,1000,32,2.3722648620605469e-07,3.463229905684936e-07,1.8924474716186523e-06
2864601_0.452,member,varied,all,1000,64,2.408847212791443e-07,3.542267262303435e-07,2.2351741790771484e-06
2864601_0.452,member,varied,stable_near_floor,240,32,1.881892482439677e-07,2.838416976758102e-07,1.430511474609375e-06
2864601_0.452,member,varied,stable_near_floor,240,64,2.002653976281484e-07,2.922177011472776e-07,1.3113021850585938e-06
2864601_0.452,member,varied,unstable,760,32,2.5271192977302953e-07,3.638314885298229e-07,1.8924474716186523e-06
2864601_0.452,member,varied,unstable,760,64,2.537118761163009e-07,3.716653298058313e-07,2.2351741790771484e-06
2864601_0.452,member,fixed,all,1000,32,1.9755959510803221e-07,2.806249090560416e-07,1.2516975402832031e-06
2864601_0.452,member,fixed,all,1000,64,1.905858516693115e-07,2.7982301782080644e-07,1.6689300537109375e-06
2864601_0.452,member,fixed,stable_near_floor,23,32,1.5549037767493207e-07,2.409961521638512e-07,7.152557373046875e-07
2864601_0.452,member,fixed,stable_near_floor,23,64,2.1768652874490488e-07,3.6362444249008806e-07,1.430511474609375e-06
2864601_0.452,member,fixed,unstable,977,32,1.985499656310223e-07,2.8149062069432576e-07,1.2516975402832031e-06
2864601_0.452,member,fixed,unstable,977,64,1.8994786234204575e-07,2.7754553397997857e-07,1.6689300537109375e-06
2864601_0.498,member,varied,all,1000,32,2.946630120277405e-07,4.278263902025484e-07,3.5762786865234375e-06
2864601_0.498,member,varied,all,1000,64,2.958774566650391e-07,4.2292635201619844e-07,2.2649765014648438e-06
2864601_0.498,member,varied,stable_near_floor,240,32,3.1404197216033934e-07,4.671658607362035e-07,3.5762786865234375e-06
2864601_0.498,member,varied,stable_near_floor,240,64,3.0497709910074867e-07,4.244085101823306e-07,1.6689300537109375e-06
2864601_0.498,member,varied,unstable,760,32,2.8854334040691977e-07,4.1462867694887983e-07,2.86102294921875e-06
2864601_0.498,member,varied,unstable,760,64,2.930038853695518e-07,4.2245722173045757e-07,2.2649765014648438e-06
2864601_0.498,member,fixed,all,1000,32,2.2970885038375854e-07,3.2470216640216543e-07,2.682209014892578e-06
2864601_0.498,member,fixed,all,1000,64,2.3150444030761718e-07,3.2421036883145953e-07,2.086162567138672e-06
2864601_0.498,member,fixed,stable_near_floor,23,32,2.280525539232337e-07,3.602100528612148e-07,1.3113021850585938e-06
2864601_0.498,member,fixed,stable_near_floor,23,64,1.5549037767493207e-07,2.3051299175943588e-07,7.152557373046875e-07
2864601_0.498,member,fixed,unstable,977,32,2.2974784200974838e-07,3.2381935361068596e-07,2.682209014892578e-06
2864601_0.498,member,fixed,unstable,977,64,2.332939218230233e-07,3.2609194525126183e-07,2.086162567138672e-06
2864601_0.271,member,varied,all,1000,32,3.056973218917847e-07,4.326105056205837e-07,3.5762786865234375e-06
2864601_0.271,member,varied,all,1000,64,2.9146671295166014e-07,4.0949898401218677e-07,2.205371856689453e-06
2864601_0.271,member,varied,stable_near_floor,240,32,2.421438694000244e-07,3.3986409560587786e-07,1.6689300537109375e-06
2864601_0.271,member,varied,stable_near_floor,240,64,2.5480985641479494e-07,3.5191146280495155e-07,1.7285346984863281e-06
2864601_0.271,member,varied,unstable,760,32,3.257668332049721e-07,4.5801348052100984e-07,3.5762786865234375e-06
2864601_0.271,member,varied,unstable,760,64,3.0304256238435446e-07,4.2607050205794057e-07,2.205371856689453e-06
2864601_0.271,member,fixed,all,1000,32,2.352595329284668e-07,3.322257247958601e-07,1.430511474609375e-06
2864601_0.271,member,fixed,all,1000,64,2.2041797637939453e-07,3.202273061824954e-07,2.1457672119140625e-06
2864601_0.271,member,fixed,stable_near_floor,23,32,2.591506294582201e-07,4.2183482023686543e-07,1.430511474609375e-06
2864601_0.271,member,fixed,stable_near_floor,23,64,2.0213749097741168e-07,4.889918988740875e-07,2.1457672119140625e-06
2864601_0.271,member,fixed,unstable,977,32,2.3469710179214711e-07,3.2982301332826666e-07,1.430511474609375e-06
2864601_0.271,member,fixed,unstable,977,64,2.2084832557514234e-07,3.1516746186355817e-07,1.9073486328125e-06
2864601_0.450,member,varied,all,1000,32,3.061890602111816e-07,4.543441998637858e-07,3.337860107421875e-06
2864601_0.450,member,varied,all,1000,64,3.188848495483398e-07,4.932856058426645e-07,2.86102294921875e-06
2864601_0.450,member,varied,stable_near_floor,240,32,3.196299076080322e-07,4.7405057025363167e-07,2.0265579223632812e-06
2864601_0.450,member,varied,stable_near_floor,240,64,3.3229589462280274e-07,5.620457792208845e-07,2.86102294921875e-06
2864601_0.450,member,varied,unstable,760,32,3.019445820858604e-07,4.479410581409258e-07,3.337860107421875e-06
2864601_0.450,member,varied,unstable,760,64,3.1464978268271997e-07,4.694842901720683e-07,2.6226043701171875e-06
2864601_0.450,member,fixed,all,1000,32,2.1672248840332032e-07,3.057898363680997e-07,1.430511474609375e-06
2864601_0.450,member,fixed,all,1000,64,2.2792816162109374e-07,3.105396272577154e-07,1.430511474609375e-06
2864601_0.450,member,fixed,stable_near_floor,23,32,2.9024870499320654e-07,3.7202334289812753e-07,7.152557373046875e-07
2864601_0.450,member,fixed,stable_near_floor,23,64,1.9695447838824728e-07,2.855835233347501e-07,7.152557373046875e-07
2864601_0.450,member,fixed,unstable,977,32,2.1499157439966894e-07,3.0405682913347987e-07,1.430511474609375e-06
2864601_0.450,member,fixed,unstable,977,64,2.2865732714244019e-07,3.1110301221914605e-07,1.430511474609375e-06
2864601_0.46,member,varied,all,1000,32,3.222823143005371e-07,4.774365532146852e-07,2.86102294921875e-06
2864601_0.46,member,varied,all,1000,64,3.184080123901367e-07,4.5316780720764373e-07,2.7418136596679688e-06
2864601_0.46,member,varied,stable_near_floor,240,32,4.147489865620931e-07,5.87491390486251e-07,2.86102294921875e-06
2864601_0.46,member,varied,stable_near_floor,240,64,3.769993782043457e-07,5.245547392056418e-07,2.1457672119140625e-06
2864601_0.46,member,varied,unstable,760,32,2.9308231253372996e-07,4.3696108192746303e-07,2.86102294921875e-06
2864601_0.46,member,varied,unstable,760,64,2.999054758172286e-07,4.2815887918634344e-07,2.7418136596679688e-06
2864601_0.46,member,fixed,all,1000,32,2.033710479736328e-07,2.86114712286735e-07,1.430511474609375e-06
2864601_0.46,member,fixed,all,1000,64,2.0647048950195312e-07,3.0058711595684594e-07,1.9073486328125e-06
2864601_0.46,member,fixed,stable_near_floor,23,32,2.228695413340693e-07,3.2694088454682225e-07,9.5367431640625e-07
2864601_0.46,member,fixed,stable_near_floor,23,64,2.7988267981487774e-07,4.06924256581649e-07,1.1920928955078125e-06
2864601_0.46,member,fixed,unstable,977,32,2.0291202510025508e-07,2.85083174347416e-07,1.430511474609375e-06
2864601_0.46,member,fixed,unstable,977,64,2.0474225984259053e-07,2.9762640883842195e-07,1.9073486328125e-06
2864601_0.308,member,varied,all,1000,32,2.3712217807769776e-07,3.596718684622666e-07,2.384185791015625e-06
2864601_0.308,member,varied,all,1000,64,2.3521482944488526e-07,3.521472603941942e-07,1.9073486328125e-06
2864601_0.308,member,varied,stable_near_floor,240,32,2.3109217484792073e-07,3.5443156636554887e-07,2.384185791015625e-06
2864601_0.308,member,varied,stable_near_floor,240,64,2.2351741790771484e-07,3.3056852779785123e-07,1.5497207641601562e-06
2864601_0.308,member,varied,unstable,760,32,2.390263896239431e-07,3.6131091092098095e-07,2.1457672119140625e-06
2864601_0.308,member,varied,unstable,760,64,2.389087488776759e-07,3.586919962759266e-07,1.9073486328125e-06
2864601_0.308,member,fixed,all,1000,32,1.880526542663574e-07,3.040413883555645e-07,4.0531158447265625e-06
2864601_0.308,member,fixed,all,1000,64,1.7674267292022706e-07,3.745249091852452e-07,8.493661880493164e-06
2864601_0.308,member,fixed,stable_near_floor,23,32,1.5549037767493207e-07,2.079673709842317e-07,4.76837158203125e-07
2864601_0.308,member,fixed,stable_near_floor,23,64,1.9177146579908289e-07,3.0341658495304685e-07,9.5367431640625e-07
2864601_0.308,member,fixed,unstable,977,32,1.8881921758427225e-07,3.0593984263458455e-07,4.0531158447265625e-06
2864601_0.308,member,fixed,unstable,977,64,1.7638887329257743e-07,3.760369358473237e-07,8.493661880493164e-06
2864601_0.163,member,varied,all,1000,32,2.707839012145996e-07,4.0484894616958274e-07,2.2649765014648438e-06
2864601_0.163,member,varied,all,1000,64,2.733767032623291e-07,4.212223810281513e-07,3.4570693969726562e-06
2864601_0.163,member,varied,stable_near_floor,240,32,2.8113524119059245e-07,4.3194522804595604e-07,2.2649765014648438e-06
2864601_0.163,member,varied,stable_near_floor,240,64,2.572933832804362e-07,4.382394097824731e-07,3.4570693969726562e-06
2864601_0.163,member,varied,unstable,760,32,2.675150570116545e-07,3.959071296054101e-07,2.2649765014648438e-06
2864601_0.163,member,varied,unstable,760,64,2.784556464145058e-07,4.157038846948051e-07,2.9802322387695312e-06
2864601_0.163,member,fixed,all,1000,32,1.9110739231109618e-07,2.915198068344105e-07,2.9802322387695312e-06
2864601_0.163,member,fixed,all,1000,64,1.9209086894989014e-07,3.2061641211302403e-07,3.6954879760742188e-06
2864601_0.163,member,fixed,stable_near_floor,23,32,3.0061473017153534e-07,3.686867432755748e-07,7.152557373046875e-07
2864601_0.163,member,fixed,stable_near_floor,23,64,2.332355665123981e-07,3.0341658495304685e-07,7.152557373046875e-07
2864601_0.163,member,fixed,unstable,977,32,1.885294304167358e-07,2.894554406788992e-07,2.9802322387695312e-06
2864601_0.163,member,fixed,unstable,977,64,1.9112226296837768e-07,3.210102182943707e-07,3.6954879760742188e-06
2864601_0.246,member,varied,all,1000,32,2.2061169147491455e-07,3.4180126206246e-07,2.384185791015625e-06
2864601_0.246,member,varied,all,1000,64,2.3809075355529785e-07,3.706826707842004e-07,2.384185791015625e-06
2864601_0.246,member,varied,stable_near_floor,240,32,1.2218952178955077e-07,2.2376563277365576e-07,1.3113021850585938e-06
2864601_0.246,member,varied,stable_near_floor,240,64,1.4180938402811687e-07,2.636424905594044e-07,1.430511474609375e-06
2864601_0.246,member,varied,unstable,760,32,2.5169237663871365e-07,3.713613801182782e-07,2.384185791015625e-06
2864601_0.246,member,varied,unstable,760,64,2.684953965638813e-07,3.9855640052058026e-07,2.384185791015625e-06
2864601_0.246,member,fixed,all,1000,32,1.80661678314209e-07,2.637025619746642e-07,1.6689300537109375e-06
2864601_0.246,member,fixed,all,1000,64,1.8915534019470216e-07,2.6719406721316953e-07,1.1920928955078125e-06
2864601_0.246,member,fixed,stable_near_floor,23,32,1.0884326437245244e-07,1.5916153174674083e-07,4.76837158203125e-07
2864601_0.246,member,fixed,stable_near_floor,23,64,1.1920928955078125e-07,1.7751345208980424e-07,4.76837158203125e-07
2864601_0.246,member,fixed,unstable,977,32,1.823523881613537e-07,2.65668458679676e-07,1.6689300537109375e-06
2864601_0.246,member,fixed,unstable,977,64,1.9080197188846897e-07,2.689452386936952e-07,1.1920928955078125e-06
2864601_0.438,member,varied,all,1000,32,2.7707219123840334e-07,4.110619753091499e-07,2.86102294921875e-06
2864601_0.438,member,varied,all,1000,64,2.836883068084717e-07,4.2186395311358663e-07,3.5762786865234375e-06
2864601_0.438,member,varied,stable_near_floor,240,32,2.2935370604197185e-07,3.3858223340774727e-07,1.519918441772461e-06
2864601_0.438,member,varied,stable_near_floor,240,64,2.1606683731079102e-07,3.0182362384993906e-07,1.1920928955078125e-06
2864601_0.438,member,varied,unstable,760,32,2.921411865635922e-07,4.314279299422128e-07,2.86102294921875e-06
2864601_0.438,member,varied,unstable,760,64,3.0504245507089713e-07,4.5321337335288353e-07,3.5762786865234375e-06
2864601_0.438,member,fixed,all,1000,32,2.1925568580627442e-07,3.8812362072212196e-07,5.4836273193359375e-06
2864601_0.438,member,fixed,all,1000,64,2.2242963314056396e-07,3.9107614234836396e-07,6.4373016357421875e-06
2864601_0.438,member,fixed,stable_near_floor,23,32,1.9177146579908289e-07,3.250455591010043e-07,1.3113021850585938e-06
2864601_0.438,member,fixed,stable_near_floor,23,64,1.3475832731827445e-07,2.1382675320932419e-07,7.152557373046875e-07
2864601_0.438,member,fixed,unstable,977,32,2.1990270429160236e-07,3.8948551321092434e-07,5.4836273193359375e-06
2864601_0.438,member,fixed,unstable,977,64,2.2449354310362708e-07,3.9429003590072704e-07,6.4373016357421875e-06
2864601_0.362,member,varied,all,1000,32,2.922564744949341e-07,4.4088630476715474e-07,3.0100345611572266e-06
2864601_0.362,member,varied,all,1000,64,2.900660037994385e-07,4.3193271913678867e-07,2.7418136596679688e-06
2864601_0.362,member,varied,stable_near_floor,240,32,2.572933832804362e-07,3.71514369064508e-07,1.5497207641601562e-06
2864601_0.362,member,varied,stable_near_floor,240,64,2.3283064365386963e-07,3.469816789598082e-07,1.9073486328125e-06
2864601_0.362,member,varied,unstable,760,32,3.032974506679334e-07,4.6062776299264246e-07,3.0100345611572266e-06
2864601_0.362,member,varied,unstable,760,64,3.081403280559339e-07,4.554794543474228e-07,2.7418136596679688e-06
2864601_0.362,member,fixed,all,1000,32,2.0228326320648192e-07,2.8500004685017346e-07,1.9073486328125e-06
2864601_0.362,member,fixed,all,1000,64,1.9851326942443846e-07,2.822674854063419e-07,1.9073486328125e-06
2864601_0.362,member,fixed,stable_near_floor,23,32,1.3994133990743887e-07,1.7399798612588924e-07,3.5762786865234375e-07
2864601_0.362,member,fixed,stable_near_floor,23,64,1.7622242803158966e-07,2.1382675320932419e-07,4.76837158203125e-07
2864601_0.362,member,fixed,unstable,977,32,2.0375088269049216e-07,2.8709659932230495e-07,1.9073486328125e-06
2864601_0.362,member,fixed,unstable,977,64,1.9903802822897842e-07,2.83679815164789e-07,1.9073486328125e-06
2864601_0.136,member,varied,all,1000,32,2.522915601730347e-07,3.7638663689459556e-07,2.384185791015625e-06
2864601_0.136,member,varied,all,1000,64,2.6379525661468505e-07,4.1208190714502586e-07,3.814697265625e-06
2864601_0.136,member,varied,stable_near_floor,240,32,2.479801575342814e-07,3.6557481718652466e-07,1.1920928955078125e-06
2864601_0.136,member,varied,stable_near_floor,240,64,2.8697152932484944e-07,4.1435321800542305e-07,1.430511474609375e-06
2864601_0.136,member,varied,unstable,760,32,2.536530557431673e-07,3.797369469746433e-07,2.384185791015625e-06
2864601_0.136,member,varied,unstable,760,64,2.5647643365358053e-07,4.1136204564057333e-07,3.814697265625e-06
2864601_0.136,member,fixed,all,1000,32,1.6611814498901367e-07,2.479143048596406e-07,1.7881393432617188e-06
2864601_0.136,member,fixed,all,1000,64,1.7009675502777098e-07,2.4952082295304335e-07,1.1920928955078125e-06
2864601_0.136,member,fixed,stable_near_floor,23,32,2.1768652874490488e-07,3.02396694386831e-07,9.5367431640625e-07
2864601_0.136,member,fixed,stable_near_floor,23,64,1.3475832731827445e-07,1.925403721540566e-07,4.76837158203125e-07
2864601_0.136,member,fixed,unstable,977,32,1.6490415028442257e-07,2.4648666620815904e-07,1.7881393432617188e-06
2864601_0.136,member,fixed,unstable,977,64,1.7092867297794338e-07,2.5070624869832985e-07,1.1920928955078125e-06
2864601_0.250,member,varied,all,1000,32,2.43455171585083e-07,3.587276218736049e-07,1.9073486328125e-06
2864601_0.250,member,varied,all,1000,64,2.467334270477295e-07,3.657887565146922e-07,2.0265579223632812e-06
2864601_0.250,member,varied,stable_near_floor,240,32,2.449999252955119e-07,3.5973781632422757e-07,1.1920928955078125e-06
2864601_0.250,member,varied,stable_near_floor,240,64,2.4065375328063963e-07,3.609445541857457e-07,1.5497207641601562e-06
2864601_0.250,member,varied,unstable,760,32,2.429673546238949e-07,3.584080215572425e-07,1.9073486328125e-06
2864601_0.250,member,varied,unstable,760,64,2.486533240268105e-07,3.673052317850014e-07,2.0265579223632812e-06
2864601_0.250,member,fixed,all,1000,32,1.7282366752624513e-07,2.4812558837726394e-07,1.1920928955078125e-06
2864601_0.250,member,fixed,all,1000,64,1.7009675502777098e-07,2.559779224455929e-07,1.9073486328125e-06
2864601_0.250,member,fixed,stable_near_floor,23,32,1.9177146579908289e-07,2.618832193594348e-07,5.960464477539062e-07
2864601_0.250,member,fixed,stable_near_floor,23,64,2.539676168690557e-07,3.399123820443691e-07,7.152557373046875e-07
2864601_0.250,member,fixed,unstable,977,32,1.723776088156256e-07,2.4779251137623443e-07,1.1920928955078125e-06
2864601_0.250,member,fixed,unstable,977,64,1.6812231303969572e-07,2.5366760491807234e-07,1.9073486328125e-06
2864601_0.247,member,varied,all,1000,32,2.4785101413726805e-07,3.99327627734719e-07,4.827976226806641e-06
2864601_0.247,member,varied,all,1000,64,2.3466348648071288e-07,3.6554237127269956e-07,2.5033950805664062e-06
2864601_0.247,member,varied,stable_near_floor,240,32,2.5232632954915365e-07,3.817238153935858e-07,1.7881393432617188e-06
2864601_0.247,member,varied,stable_near_floor,240,64,2.0849208037058513e-07,2.953351004502643e-07,1.1920928955078125e-06
2864601_0.247,member,varied,unstable,760,32,2.4643775663877787e-07,4.047276816364918e-07,4.827976226806641e-06
2864601_0.247,member,varied,unstable,760,64,2.429281410418059e-07,3.8506279054227647e-07,2.5033950805664062e-06
2864601_0.247,member,fixed,all,1000,32,1.8106773495674132e-07,2.6652823685591186e-07,1.6689300537109375e-06
2864601_0.247,member,fixed,all,1000,64,1.8128007650375366e-07,2.6333317980200214e-07,2.1457672119140625e-06
2864601_0.247,member,fixed,stable_near_floor,23,32,2.280525539232337e-07,2.7901750717359567e-07,5.960464477539062e-07
2864601_0.247,member,fixed,stable_near_floor,23,64,1.4512435249660327e-07,2.079673709842317e-07,4.76837158203125e-07
2864601_0.247,member,fixed,unstable,977,32,1.7996164402917805e-07,2.662271625803883e-07,1.6689300537109375e-06
2864601_0.247,member,fixed,unstable,977,64,1.8213123479665485e-07,2.6449698064106314e-07,2.1457672119140625e-06
2864601_0.382,member,varied,all,1000,32,2.917945384979248e-07,4.7582140037514997e-07,3.814697265625e-06
2864601_0.382,member,varied,all,1000,64,3.0033290386199953e-07,5.253040818976645e-07,4.76837158203125e-06
2864601_0.382,member,varied,stable_near_floor,240,32,2.2376577059427898e-07,3.722905349242773e-07,2.205371856689453e-06
2864601_0.382,member,varied,stable_near_floor,240,64,2.551823854446411e-07,4.811983112597529e-07,3.2186508178710938e-06
2864601_0.382,member,varied,unstable,760,32,3.1327730730960244e-07,5.041171893836316e-07,3.814697265625e-06
2864601_0.382,member,varied,unstable,760,64,3.1459096230958637e-07,5.384822028483234e-07,4.76837158203125e-06
2864601_0.382,member,fixed,all,1000,32,1.913011074066162e-07,2.9469961356458826e-07,2.2649765014648438e-06
2864601_0.382,member,fixed,all,1000,64,1.780092716217041e-07,2.752910385910568e-07,2.115964889526367e-06
2864601_0.382,member,fixed,stable_near_floor,23,32,1.6585640285326086e-07,2.534911790233588e-07,4.76837158203125e-07
2864601_0.382,member,fixed,stable_near_floor,23,64,1.0884326437245244e-07,1.7399798612588924e-07,4.76837158203125e-07
2864601_0.382,member,fixed,unstable,977,32,1.9190011273387022e-07,2.956005170069852e-07,2.2649765014648438e-06
2864601_0.382,member,fixed,unstable,977,64,1.796375399602228e-07,2.7723009234540205e-07,2.115964889526367e-06
2864601_0.307,member,varied,all,1000,32,2.524480223655701e-07,3.7405157387973523e-07,2.1457672119140625e-06
2864601_0.307,member,varied,all,1000,64,2.486482262611389e-07,3.648826289258363e-07,1.9073486328125e-06
2864601_0.307,member,varied,stable_near_floor,240,32,2.853572368621826e-07,3.92384669750255e-07,1.430511474609375e-06
2864601_0.307,member,varied,stable_near_floor,240,64,2.912245690822601e-07,4.2654628142831865e-07,1.9073486328125e-06
2864601_0.307,member,varied,unstable,760,32,2.42055638840324e-07,3.6807251314449434e-07,2.1457672119140625e-06
2864601_0.307,member,varied,unstable,760,64,2.3520306537025853e-07,3.4311521320287097e-07,1.430511474609375e-06
2864601_0.307,member,fixed,all,1000,32,1.871734857559204e-07,2.869744684902296e-07,3.606081008911133e-06
2864601_0.307,member,fixed,all,1000,64,1.7520785331726073e-07,2.5683049391896467e-07,1.8477439880371094e-06
2864601_0.307,member,fixed,stable_near_floor,23,32,1.2957531472911005e-07,1.6299729962469586e-07,3.5762786865234375e-07
2864601_0.307,member,fixed,stable_near_floor,23,64,1.1920928955078125e-07,1.6674485353952295e-07,4.76837158203125e-07
2864601_0.307,member,fixed,unstable,977,32,1.885294304167358e-07,2.8925358148825594e-07,3.606081008911133e-06
2864601_0.307,member,fixed,unstable,977,64,1.7652614089825259e-07,2.585733913513113e-07,1.8477439880371094e-06
2864601_0.339,member,varied,all,1000,32,2.427995204925537e-07,3.8045264700417075e-07,2.6226043701171875e-06
2864601_0.339,member,varied,all,1000,64,2.404749393463135e-07,3.819874234584629e-07,4.291534423828125e-06
2864601_0.339,member,varied,stable_near_floor,240,32,2.4071584145228066e-07,4.001373368113292e-07,2.6226043701171875e-06
2864601_0.339,member,varied,stable_near_floor,240,64,2.1178275346755982e-07,4.1092389288590817e-07,4.291534423828125e-06
2864601_0.339,member,varied,unstable,760,32,2.4345752440000835e-07,3.7402125505667424e-07,1.9073486328125e-06
2864601_0.339,member,varied,unstable,760,64,2.4953562962381464e-07,3.7238273445926436e-07,2.2649765014648438e-06
2864601_0.339,member,fixed,all,1000,32,1.530498266220093e-07,2.651699211566323e-07,3.933906555175781e-06
2864601_0.339,member,fixed,all,1000,64,1.551210880279541e-07,2.7078489178084426e-07,3.814697265625e-06
2864601_0.339,member,fixed,stable_near_floor,23,32,8.811121401579483e-08,1.6299729962469586e-07,4.76837158203125e-07
2864601_0.339,member,fixed,stable_near_floor,23,64,1.3475832731827445e-07,2.6771652325640466e-07,8.344650268554688e-07
2864601_0.339,member,fixed,unstable,977,32,1.5457857594641351e-07,2.6710476274665273e-07,3.933906555175781e-06
2864601_0.339,member,fixed,unstable,977,64,1.5560045701088412e-07,2.708567068576007e-07,3.814697265625e-06
2864601_0.426,member,varied,all,1000,32,2.936422824859619e-07,4.359571486928167e-07,2.3245811462402344e-06
2864601_0.426,member,varied,all,1000,64,3.154575824737549e-07,4.838533470694776e-07,3.814697265625e-06
2864601_0.426,member,varied,stable_near_floor,240,32,3.402431805928548e-07,4.963674985580892e-07,1.9073486328125e-06
2864601_0.426,member,varied,stable_near_floor,240,64,3.779927889506022e-07,5.569659918288821e-07,2.1457672119140625e-06
2864601_0.426,member,varied,unstable,760,32,2.789262093995747e-07,4.150574928888501e-07,2.3245811462402344e-06
2864601_0.426,member,varied,unstable,760,64,2.9570962253369783e-07,4.5834857112732936e-07,3.814697265625e-06
2864601_0.426,member,fixed,all,1000,32,2.009272575378418e-07,2.9335538761301884e-07,1.6093254089355469e-06
2864601_0.426,member,fixed,all,1000,64,1.991391181945801e-07,2.8431478036455966e-07,1.6689300537109375e-06
2864601_0.426,member,fixed,stable_near_floor,23,32,2.280525539232337e-07,3.1441711110867833e-07,7.152557373046875e-07
2864601_0.426,member,fixed,stable_near_floor,23,64,3.0061473017153534e-07,3.882764899280391e-07,9.5367431640625e-07
2864601_0.426,member,fixed,unstable,977,32,2.0028868863624097e-07,2.9284131454379554e-07,1.6093254089355469e-06
2864601_0.426,member,fixed,unstable,977,64,1.9675023480105914e-07,2.814050246620603e-07,1.6689300537109375e-06
2864601_0.379,member,varied,all,1000,32,3.306865692138672e-07,4.459860539175574e-07,1.7881393432617188e-06
2864601_0.379,member,varied,all,1000,64,3.375932574272156e-07,4.676512280362846e-07,2.384185791015625e-06
2864601_0.379,member,varied,stable_near_floor,240,32,2.5990108648935953e-07,3.601901746498374e-07,1.430511474609375e-06
2864601_0.379,member,varied,stable_near_floor,240,64,2.4822851022084557e-07,3.438747655074815e-07,1.3113021850585938e-06
2864601_0.379,member,varied,unstable,760,32,3.5303987954792224e-07,4.6983576277910123e-07,1.7881393432617188e-06
2864601_0.379,member,varied,unstable,760,64,3.658137039134377e-07,5.004178596553702e-07,2.384185791015625e-06
2864601_0.379,member,fixed,all,1000,32,2.5887787342071535e-07,3.6481408600076037e-07,3.2186508178710938e-06
2864601_0.379,member,fixed,all,1000,64,2.648979425430298e-07,3.4892302722090386e-07,1.6689300537109375e-06
2864601_0.379,member,fixed,stable_near_floor,23,32,1.814054406207541e-07,2.3971083018773904e-07,4.76837158203125e-07
2864601_0.379,member,fixed,stable_near_floor,23,64,1.7103941544242526e-07,2.595131867267784e-07,8.344650268554688e-07
2864601_0.379,member,fixed,unstable,977,32,2.607016870894964e-07,3.6724611803799627e-07,3.2186508178710938e-06
2864601_0.379,member,fixed,unstable,977,64,2.6710750868767045e-07,3.5075338678754046e-07,1.6689300537109375e-06
ensemble_mean,ensemble,varied,all,1000,32,9.887991473078727e-08,1.6800828027122912e-07,9.5367431640625e-07
ensemble_mean,ensemble,varied,all,1000,64,1.0851956903934479e-07,1.7999923202360135e-07,9.5367431640625e-07
ensemble_mean,ensemble,varied,stable_near_floor,240,32,1.1352628159026304e-07,1.7148774064138898e-07,7.152557373046875e-07
ensemble_mean,ensemble,varied,stable_near_floor,240,64,1.1532489831248919e-07,1.7235810573471055e-07,4.76837158203125e-07
ensemble_mean,ensemble,varied,unstable,760,32,9.425474624884756e-08,1.6689443320328465e-07,9.5367431640625e-07
ensemble_mean,ensemble,varied,unstable,760,64,1.0637051768993077e-07,1.8234570818155316e-07,9.5367431640625e-07
ensemble_mean,ensemble,fixed,all,1000,32,9.210710413753986e-08,1.6156242025637066e-07,7.152557373046875e-07
ensemble_mean,ensemble,fixed,all,1000,64,9.612285066395998e-08,1.680156839808516e-07,7.152557373046875e-07
ensemble_mean,ensemble,fixed,stable_near_floor,23,32,1.1402627696161685e-07,1.6488172407343975e-07,3.5762786865234375e-07
ensemble_mean,ensemble,fixed,stable_near_floor,23,64,7.256217624830164e-08,1.4493912670000286e-07,4.76837158203125e-07
ensemble_mean,ensemble,fixed,unstable,977,32,9.159109495130264e-08,1.6148345701680877e-07,7.152557373046875e-07
ensemble_mean,ensemble,fixed,unstable,977,64,9.667750318346883e-08,1.6852087273639656e-07,7.152557373046875e-07
ensemble_spread,ensemble,varied,all,1000,32,3.241188824176788e-08,4.5887351073079735e-08,2.384185791015625e-07
ensemble_spread,ensemble,varied,all,1000,64,3.061909228563309e-08,4.3365313361021425e-08,2.682209014892578e-07
ensemble_spread,ensemble,varied,stable_near_floor,240,32,2.4121254682540892e-08,3.312485421314681e-08,1.7881393432617188e-07
ensemble_spread,ensemble,varied,stable_near_floor,240,64,2.7664160976807276e-08,3.6416925781524e-08,1.4901161193847656e-07
